item - itemId,item - public,item - featured,item - MODS - FormGenre,item - MODS - FormGenre - Authority,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PublicationDate,item - DublinCore - Date,item - MODS - TypeofDate,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - Authority,item - MODS - Subrepository,item - MODS - ShelfLocation,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Identifier,item - DublinCore - Creator 1,item - DublinCore - Creator 1 - Authority,item - DublinCore - Creator 1 - Authority - Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 2 - Authority,item - DublinCore - Creator 2 - Authority - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - MODS - PublicationPlace 1,item - MODS - PublicationPlace 2,item - MODS - PlaceofOrigin,item - MODS - PlaceofOrigin - Authority - Identifier,Subject - Name,Subject - Name - Authority,Subject - Name - Authority - Identifier,Subject 1 - Topic,Subject 1 - Topic - Authority,Subject 1 - Topic - Authority - Identifier,Subject 2 - Topic,Subject 2 - Topic - Authority,Subject 2 - Topic - Authority - Identifier,Subject - Geographic,Subject - Geographic - Authority,Subject - Geographic - Authority - Identifier,item - DublinCore - Language,item - MODS - LanguageofCataloging,item - MODS - Notes 1,item - MODS - Notes 2,item - OriginalFileLoadedIntoOmeka,item - MODS - DigitalOrigin,item - itemType,item - ItemType - text,item - MODS - PhysicalDescription,item - OmekaCollection,item in context,project URL
006677,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Sidewalk Café,Stalinallee,sta_011,View of Sidewalk Café,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_09.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006676,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Man Sitting in a Garden,Stalinallee,sta_010,View of Man Sitting in a Garden,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_08.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006675,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Flowers and Building,Stalinallee,sta_009,View of Flowers and Building,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_07.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006674,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Outdoor Café,Stalinallee,sta_008,View of Outdoor Café,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_06.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006673,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Flowers and Outdoor Café,Stalinallee,sta_007,View of Flowers and Outdoor Café,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_05.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006672,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Stalinallee. View of Street, Garden and Building",Stalinallee,sta_006,"View of Street, Garden and Building",,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_04.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006671,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Building,Stalinallee,sta_005,View of Building,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_03.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006670,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Stalinallee. View of Garden, Statue and Trees",Stalinallee,sta_004,"View of Garden, Statue and Trees",,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_02.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006669,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Cars and Building,Stalinallee,sta_003,View of Cars and Building,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_01.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006668,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Stalinallee. View of Traffic Roundabout,Stalinallee,sta_002,View of Traffic Roundabout,,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: AA9200B4Stl63_00.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006667,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Stalinallee. Viewer, open",Stalinallee,sta_001,"Viewer, open",,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: 110178012.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA9200 B4 St163,"10 stereograph views of the Stalinallee, accompanied by one viewer.",,Stalinallee,Stalinallee,sta,,CLIO_6978489,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,,,,,"Physical Dimensions: 10 transparencies and one plastic viewer, Images 3 x 4 cm on mount, 5 x 10 cm in box, 6 x 18 x 13 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006666,1,0,objects,aat,1953,,1953?,1953?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Stalinallee. Viewer, closed",Stalinallee,sta_000,"Viewer, closed",,Row-Optik Rathenow,,,,,,,,Rathenow,,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,ger,eng,,,original filename: 110178011.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006665,1,0,books,aat,1825-05-01,,"May 1, 1825","May 1, 1825",,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Areaorama : a view in the Regents Park. View of side of peep show showing how it is constructed,Areaorama : a view in the Regents Park,are_003,View of side of peep show showing how it is constructed,,"Fuller, S. (Samuel)",,,"Fuller, J. (Joseph)",,,,,London (34 Rathbone Place),,London (England),http://id.loc.gov/authorities/names/n79005665,,,,Parks--England--London--Pictorial works,lcsh,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,London (England),naf,http://id.loc.gov/authorities/names/n79005665,eng,eng,,,original filename: 110178066.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006664,1,0,books,aat,1825-05-01,,"May 1, 1825","May 1, 1825",,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Areaorama : a view in the Regents Park. View through peep show,Areaorama : a view in the Regents Park,are_002,View through peep show,,"Fuller, S. (Samuel)",,,"Fuller, J. (Joseph)",,,,,London (34 Rathbone Place),,London (England),http://id.loc.gov/authorities/names/n79005665,,,,Parks--England--London--Pictorial works,lcsh,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,London (England),naf,http://id.loc.gov/authorities/names/n79005665,eng,eng,,,original filename: 110178065.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006663,1,0,books,aat,1825-05-01,,"May 1, 1825","May 1, 1825",,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Areaorama : a view in the Regents Park. View of case with peep show next to it, closed",Areaorama : a view in the Regents Park,are_001,"View of case with peep show next to it, closed",,"Fuller, S. (Samuel)",,,"Fuller, J. (Joseph)",,,,,London (34 Rathbone Place),,London (England),http://id.loc.gov/authorities/names/n79005665,,,,Parks--England--London--Pictorial works,lcsh,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,London (England),naf,http://id.loc.gov/authorities/names/n79005665,eng,eng,,,original filename: 110178064.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006662,1,0,books,aat,1825-05-01,,"May 1, 1825","May 1, 1825",,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Areaorama : a view in the Regents Park. View of case closed,Areaorama : a view in the Regents Park,are_000,View of case closed,,"Fuller, S. (Samuel)",,,"Fuller, J. (Joseph)",,,,,London (34 Rathbone Place),,London (England),http://id.loc.gov/authorities/names/n79005665,,,,Parks--England--London--Pictorial works,lcsh,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,London (England),naf,http://id.loc.gov/authorities/names/n79005665,eng,eng,,,original filename: 110178063.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,books,aat,1825-05-01,,"May 1, 1825","May 1, 1825",,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA9065 L8 Ar31 S,"A telescopic peep show comprised of 8 hand-coloured, cut-out engravings on cardboard panels, connected top and bottom by lighter paper (folded accordian style), with a peephole on the first panel.",,Areaorama : a view in the Regents Park,Areaorama : a view in the Regents Park,are,,CLIO_8644322,"Fuller, S. (Samuel)",,,"Fuller, J. (Joseph)",,,,,London (34 Rathbone Place),,London (England),http://id.loc.gov/authorities/names/n79005665,,,,Parks--England--London--Pictorial works,lcsh,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,London (England),naf,http://id.loc.gov/authorities/names/n79005665,eng,eng,"In slipcase, as issued.",,,,,Original Format: peepshows,"Physical Dimensions: 11 x 14 x 1 cm (closed), expanding to 75 cm (open)",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006661,1,0,books,aat,2006,,2006,2006,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Paris. Detail of expanded peep show from the side,Paris,par_002,Detail of expanded peep show from the side,,"Davidson, Laura",naf,http://id.loc.gov/authorities/names/no93011428,,,,,,Boston,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,Paris (France)--In art,lcsh,http://id.loc.gov/authorities/subjects/sh2008116527,,,,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,eng,eng,,,original filename: 110178062.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006660,1,0,books,aat,2006,,2006,2006,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Paris. View through peep show open,Paris,par_001,View through peep show open,,"Davidson, Laura",naf,http://id.loc.gov/authorities/names/no93011428,,,,,,Boston,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,Paris (France)--In art,lcsh,http://id.loc.gov/authorities/subjects/sh2008116527,,,,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,eng,eng,,,original filename: 110178061.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006659,1,0,books,aat,2006,,2006,2006,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Paris. View of peep show closed,Paris,par_000,View of peep show closed,,"Davidson, Laura",naf,http://id.loc.gov/authorities/names/no93011428,,,,,,Boston,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,Paris (France)--In art,lcsh,http://id.loc.gov/authorities/subjects/sh2008116527,,,,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,eng,eng,,,original filename: 110178060.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,books,aat,2006,,2006,2006,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA1045 D28,"A tunnel book, or peep show, that is part of an ongoing series of artists' books referencing old travel guidebooks and maps. This view of Paris is from the top floor of the Institut de Monde Arabe. The images were painted on pages from Les Guides Bleus published in 1952.",,Paris,Paris,par,,CLIO_8644340,"Davidson, Laura",naf,http://id.loc.gov/authorities/names/no93011428,,,,,,Boston,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,Paris (France)--In art,lcsh,http://id.loc.gov/authorities/subjects/sh2008116527,,,,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,eng,eng,"Images were painted directly on guidebook pages, then offset printed and accordian bound on sides by hand. Number 397 from an edition of 500. Issued in an envelope, with a hand-painted ""stamp"" of Paris pasted onto the upper right corner.",,,,,Original Format: peepshows,Physical Dimensions: 1 v. ([6)] leaves) : col. ill. ; 13 x 18 cm + 1 notebook ([18] p. : ill. ; 11 cm),Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006658,1,0,books,aat,2010,,2010,2010,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Venice : Piazza San Marco. Detail of expanded peep show from the side,Venice : Piazza San Marco,vps_002,Detail of expanded peep show from the side,,"Davidson, Laura",naf,http://id.loc.gov/authorities/names/no93011428,,,,,,Boston,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Venice (Italy),naf,http://id.loc.gov/authorities/names/n79018142,eng,eng,,,original filename: 110178059.jpg,reformatted digital,still image,Original Format: peepshows,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/venice,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
