omeka_identifier-1:omeka_identifier_value,_pid,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,abstract-1:abstract_value,title-1:title_sort_portion,title-1:title_non_sort_portion,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place2_authority_identifier,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,note-7:note_value,note-7:note_type,extent-1:extent_value,relatedItem_project,project URL,object_in_context_url-1:object_in_context_url_value
omeka_6677,,asset,averynovelties_sta_011,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Sidewalk Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_09.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6676,,asset,averynovelties_sta_010,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Man Sitting in a Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_08.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6675,,asset,averynovelties_sta_009,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Flowers and Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_07.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6674,,asset,averynovelties_sta_008,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Outdoor Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_06.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6673,,asset,averynovelties_sta_007,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Flowers and Outdoor Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_05.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6672,,asset,averynovelties_sta_006,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,"View of Street, Garden and Building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_04.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6671,,asset,averynovelties_sta_005,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_03.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6670,,asset,averynovelties_sta_004,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,"View of Garden, Statue and Trees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_02.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6669,,asset,averynovelties_sta_003,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Cars and Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_01.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6668,,asset,averynovelties_sta_002,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,View of Traffic Roundabout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: AA9200B4Stl63_00.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6667,,asset,averynovelties_sta_001,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,"Viewer, open",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178012.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
,,item,averynovelties_sta,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,photographs,aat,http://vocab.getty.edu/aat/300046300,1953,,approximate,1953,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA9200 B4 St163,"10 stereograph views of the Stalinallee, accompanied by one viewer.",Stalinallee,,6978489,Row-Optik Rathenow,corporate,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,VEB Rathenower Optische Werke,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,,,,,,VEB Rathenower Optische Werke,Rathenow (Germany),http://id.loc.gov/authorities/names/n88165110,,,,,,,,,,,,,,,"Karl-Marx-Allee (Berlin, Germany)",lcsh,http://id.loc.gov/authorities/subjects/sh97002779,,,,Berlin (Germany),naf,http://id.loc.gov/authorities/names/n79034972,,,,German,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ger,,,,,,,,,,,,reformatted digital,still image,three dimensional object,,,"10 transparencies and one plastic viewer, Images 3 x 4 cm on mount, 5 x 10 cm in box, 6 x 18 x 13 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6666,,asset,averynovelties_sta_099,averynovelties_sta,,,,,,,,,,,,,,,,,,,,,"Viewer, closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178011.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stalinallee/stalinallee
omeka_6665,,asset,averynovelties_are_003,averynovelties_are,,,,,,,,,,,,,,,,,,,,,View of side of peep show showing how it is constructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178066.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama
omeka_6664,,asset,averynovelties_are_002,averynovelties_are,,,,,,,,,,,,,,,,,,,,,View through peep show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178065.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama
omeka_6663,,asset,averynovelties_are_001,averynovelties_are,,,,,,,,,,,,,,,,,,,,,"View of case with peep show next to it, closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178064.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama
omeka_6662,,asset,averynovelties_are_099,averynovelties_are,,,,,,,,,,,,,,,,,,,,,View of case closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178063.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/areaorama
,,item,averynovelties_are,,,,,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,1825-05-01,,,"May 1, 1825","Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA9065 L8 Ar31 S,"A telescopic peep show comprised of 8 hand-coloured, cut-out engravings on cardboard panels, connected top and bottom by lighter paper (folded accordian style), with a peephole on the first panel.",Areaorama : a view in the Regents Park,,8644322,"Fuller, S. (Samuel)",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,"Fuller, J. (Joseph)",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,"Joseph Fuller, London (34 Rathbone Place)",London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,,,,,,"Regent's Park (London, England)",lcsh,http://id.loc.gov/authorities/subjects/sh93002692,,,,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"In slipcase, as issued.",,,,reformatted digital,still image,,peepshows,original format,"11 x 14 x 1 cm (closed), expanding to 75 cm (open)",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6661,,asset,averynovelties_par_002,averynovelties_par,,,,,,,,,,,,,,,,,,,,,Detail of expanded peep show from the side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178062.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris
omeka_6660,,asset,averynovelties_par_001,averynovelties_par,,,,,,,,,,,,,,,,,,,,,View through peep show open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178061.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris
omeka_6659,,asset,averynovelties_par_099,averynovelties_par,,,,,,,,,,,,,,,,,,,,,View of peep show closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178060.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/paris
,,item,averynovelties_par,,,,,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,2006,,,2006,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA1045 D28,"A tunnel book, or peep show, that is part of an ongoing series of artists' books referencing old travel guidebooks and maps. This view of Paris is from the top floor of the Institut de Monde Arabe. The images were painted on pages from Les Guides Bleus published in 1952.",Paris,,8644340,"Davidson, Laura",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,naf,http://id.loc.gov/authorities/names/no93011428,,,,,,,,,,,,,,,,,,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,,,,,,Paris (France)--In art,lcsh,http://id.loc.gov/authorities/subjects/sh2008116527,,,,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"Images were painted directly on guidebook pages, then offset printed and accordian bound on sides by hand. Number 397 from an edition of 500. Issued in an envelope, with a hand-painted ""stamp"" of Paris pasted onto the upper right corner.",,,,reformatted digital,still image,text,peepshows,original format,1 v. ([6)] leaves) : col. ill. ; 13 x 18 cm + 1 notebook ([18] p. : ill. ; 11 cm),Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6658,,asset,averynovelties_vps_002,averynovelties_vps,,,,,,,,,,,,,,,,,,,,,Detail of expanded peep show from the side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178059.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/venice
omeka_6657,,asset,averynovelties_vps_001,averynovelties_vps,,,,,,,,,,,,,,,,,,,,,View through peep show open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178058.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/venice
omeka_6656,,asset,averynovelties_vps_099,averynovelties_vps,,,,,,,,,,,,,,,,,,,,,View of peep show closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178057.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/venice
,,item,averynovelties_vps,,,,,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,2010,,,2010,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA1116 V5 D28,"A tunnel book, or peep show, that is part of an ongoing series of artists' books referencing old travel guidebooks and maps.",Venice : Piazza San Marco,,8644341,"Davidson, Laura",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,naf,http://id.loc.gov/authorities/names/no93011428,,,,,,,,,,,,,,,,,,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,,,,,,,,,,,,Venice (Italy),naf,http://id.loc.gov/authorities/names/n79018142,"Piazza San Marco (Venice, Italy)",naf,http://id.loc.gov/authorities/subjects/sh94002445,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"Number 71 from an edition of 500. Issued in an envelope, with a hand-painted ""stamp"" of Venice pasted onto the upper right corner. Five layers of cut-out illustrations, offset printed and accordion bound on sides by hand.",,,,reformatted digital,text,still image,peepshows,original format,"1 tunnel book (6 panels) : colored illustrations, map ; 14 x 18 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6655,,asset,averynovelties_ltv_004,averynovelties_ltv,,,,,,,,,,,,,,,,,,,,,View of peep show open from side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178056.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/lanestelescopic
omeka_6654,,asset,averynovelties_ltv_003,averynovelties_ltv,,,,,,,,,,,,,,,,,,,,,View through open peep show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178055.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/lanestelescopic
omeka_6653,,asset,averynovelties_ltv_002,averynovelties_ltv,,,,,,,,,,,,,,,,,,,,,View of peep show out of case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178054.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/lanestelescopic
omeka_6652,,asset,averynovelties_ltv_001,averynovelties_ltv,,,,,,,,,,,,,,,,,,,,,Detail into peep show showing the towers in the center in perspective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178053.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/lanestelescopic
omeka_6651,,asset,averynovelties_ltv_099,averynovelties_ltv,,,,,,,,,,,,,,,,,,,,,View of peep show closed in case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178052.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/tunnelbooks/lanestelescopic
