omeka_identifier-1:omeka_identifier_value,_pid,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,abstract-1:abstract_value,title-1:title_sort_portion,title-1:title_non_sort_portion,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place2_authority_identifier,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,note-7:note_value,note-7:note_type,extent-1:extent_value,relatedItem_project,project URL,object_in_context_url-1:object_in_context_url_value
,,item,averynovelties_bny,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,photographs,aat,http://vocab.getty.edu/aat/300046300,1870,1876,approximate,between 1870 and 1876,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA735 N4 1870 B65 S,"Albumen photographs of St. George's Church, Tabernacle Church, Academy of Design, Union Square, Grand Hotel, Grand Opera House, Academy of Music, Residence of A.T. Stewart, City Hall, Everett House, Union League House, St. Luke's Hospital.",Buildings in New York,,573808,Boston Diatite Company,corporate,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,,,,,,,,,,,,,Boston Diatite Company,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,"St. George's Church (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n88636590,"Union League Club (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n82263470,National Academy of Design (U.S.),corporate,naf,http://id.loc.gov/authorities/names/n50074752,"New York (N.Y.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008116320,"Union Square (New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh94001065,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"Housed in and attached to a covered round thermoplastic case (2"" in diameter).",,,,reformatted digital,still image,,,,"Comprises twelve round albumen print photos, mounted accordion-style on one folded strip of paper; 2"" diameter for case",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6627,,asset,averynovelties_swp_002,averynovelties_swp,,,,,,,,,,,,,,,,,,,,,Close-up of several dissembled puzzle pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178028.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams
omeka_6626,,asset,averynovelties_swp_001,averynovelties_swp,,,,,,,,,,,,,,,,,,,,,"Whole puzzle with all pieces completed, United States map side up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178027.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams
omeka_6625,,asset,averynovelties_swp_099,averynovelties_swp,,,,,,,,,,,,,,,,,,,,,"Whole puzzle with all pieces completed, Sherwin-Williams advertisement side up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178026.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams
,,item,averynovelties_swp,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,maps,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm006261,1887,1893,approximate,between 1887 and 1893,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AT6050 SH58 1887 F,Double-sided jigsaw puzzle with an advertisement for Sherwin-Williams paints on one side and Clemens' map of the United States on the other,"Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.",,6444583,Sherwin-Williams Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n89651863,"Clemens, E. J.",personal,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,naf,http://id.loc.gov/authorities/names/no2002062407,,,,,,,,,Oneida County (N.Y.),http://id.loc.gov/authorities/names/n80073548,"Clayville, NY",,Sherwin-Williams Company,corporate,naf,http://id.loc.gov/authorities/names/n89651863,,,,,,,,,Paint industry and trade,lcsh,http://id.loc.gov/authorities/subjects/sh85096629,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,mixed material,cartographic,,,"Jigsaw puzzle with 49 pieces, paper glued on wood; 29 x 40 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6624,,asset,averynovelties_vie_002,averynovelties_vie,,,,,,,,,,,,,,,,,,,,,View with cards fanned out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178025.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle
omeka_6623,,asset,averynovelties_vie_001,averynovelties_vie,,,,,,,,,,,,,,,,,,,,,"Front of leather case, open, with cards arranged next to it in a stack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178024.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle
omeka_6622,,asset,averynovelties_vie_099,averynovelties_vie,,,,,,,,,,,,,,,,,,,,,"Front of leather case, closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178023.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle
,,item,averynovelties_vie,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,1852,,,1852,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA447 W6 N2533 S,"Interior and exterior views of Windsor castle, forming a supplement to Joseph Nash's Mansions of England",Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,,8554732,"Nash, Joseph, 1809-1878",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,naf,http://id.loc.gov/authorities/names/no2002088311,,,,,,,,,,,,,,,,,,,London (England),http://id.loc.gov/authorities/names/n79005665,,,Windsor Castle,corporate,naf,http://id.loc.gov/authorities/names/n50067807,,,,,,,,,,,,,,,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,still image,,,,"Red leather case containing 25 photoprints, 7 x 11 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6621,,asset,averynovelties_dps_003,averynovelties_dps,,,,,,,,,,,,,,,,,,,,,View of case closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original Filename: 110178022.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta
omeka_6620,,asset,averynovelties_dps_002,averynovelties_dps,,,,,,,,,,,,,,,,,,,,,View of case open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original Filename: 110178021.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta
omeka_6619,,asset,averynovelties_dps_001,averynovelties_dps,,,,,,,,,,,,,,,,,,,,,"Unrolled illustration with case, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original Filename: 110178020.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta
omeka_6618,,asset,averynovelties_dps_099,averynovelties_dps,,,,,,,,,,,,,,,,,,,,,Unrolled illustration with case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original Filename: 110178019.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta
,,item,averynovelties_dps,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,1970,,,1970,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA685 So43 W1533,"Catalog of an exhibition held at the Corcoran Gallery of Art, February 20-April 5, 1970",Documenta; the Paolo Soleri retrospective,,348807,"Wall, Donald",personal,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,naf,http://id.loc.gov/authorities/names/n50019631,"Soleri, Paolo, 1919-2013",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,Corcoran Gallery of Art,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,"Soleri, Paolo, 1919-2013",personal,naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,Architecture,lcsh,http://id.loc.gov/authorities/subjects/sh85006611,,,,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,three dimensional object,still image,,,"84 pages (including cover), illustrations 25 cm., and case (with 16 rolls of illustrations) 28 cm.",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6617,,asset,averynovelties_mtn_002,averynovelties_mtn,,,,,,,,,,,,,,,,,,,,,Close-up of three cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178018.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/masonictemple/masonictemple
omeka_6616,,asset,averynovelties_mtn_001,averynovelties_mtn,,,,,,,,,,,,,,,,,,,,,"View of case, open with cards fanned out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178017.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/masonictemple/masonictemple
omeka_6615,,asset,averynovelties_mtn_099,averynovelties_mtn,,,,,,,,,,,,,,,,,,,,,"View of case, closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178016.jpg,filename,,,,,,,,,
,,item,averynovelties_mtn,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,1875,,approximate,circa 1875,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA735 N4 ZM383 S,"Stereographs of the Masonic Temple located on the northeast corner of 23rd Street and 6th Avenue. The building was designed by N. Le Brun, its cornerstone laid on June 8th, 1870. The building was dedicated on June 2nd 1875.",Masonic Temple New York City,,6030281,E. & H.T. Anthony (Firm),corporate,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n79021575,,,,,,,,,,,,,,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,"Le Brun, Napoleon, 1821-1901",personal,naf,http://id.loc.gov/authorities/names/nr93019642,,,,,,,,,Freemasons,lcsh,http://id.loc.gov/authorities/subjects/sh85051727,Temples,lcsh,http://id.loc.gov/authorities/subjects/sh85133743,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,still image,,,,"26 photographic prints on stereo cards, 11 x 18 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6614,,asset,averynovelties_saf_002,averynovelties_saf,,,,,,,,,,,,,,,,,,,,,View of novelty from other side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178015.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine
omeka_6613,,asset,averynovelties_saf_001,averynovelties_saf,,,,,,,,,,,,,,,,,,,,,View of novelty from side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178014.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine
omeka_6612,,asset,averynovelties_saf_099,averynovelties_saf,,,,,,,,,,,,,,,,,,,,,View of novelty from top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178013.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine
,,item,averynovelties_saf,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,photographs,aat,http://vocab.getty.edu/aat/300046300,1880,1890,approximate,between 1880 and 1890,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA735 Sa18 Sa18 S,Novelty format with lithographic illustrations,"Saint Augustine, Florida",,7703177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Augustine (Fla.),http://id.loc.gov/authorities/names/n79095312,,,,,,,,,,,,,,,Buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85017769,,,,Saint Augustine (Fla.),naf,http://id.loc.gov/authorities/names/n79095312,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"Each image is mounted on blue board with gold decoration, eight images in the upper half facing inward, eight in the lower half facing outward. In the center of the upper half is a color image of (local?) flora.",,,,reformatted digital,still image,three dimensional object,,,"Sixteen lithographic images are mounted in a structure which resembles a lotus flower or a standing rib roast; images 4 cm diameter, on mount 11 x 19 x 19 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6611,,asset,averynovelties_sny_002,averynovelties_sny,,,,,,,,,,,,,,,,,,,,,Detail of one card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178010.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck
omeka_6610,,asset,averynovelties_sny_001,averynovelties_sny,,,,,,,,,,,,,,,,,,,,,View of five or six cards fanned out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178009.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck
omeka_6609,,asset,averynovelties_sny_099,averynovelties_sny,,,,,,,,,,,,,,,,,,,,,"View of case with ""Good Luck"" cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178008.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck
,,item,averynovelties_sny,,,,,playing cards,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007907,,,,1911,,approximate,circa 1911,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA735 N4 So893 S,Deck of playing cards with photographs of buildings in New York City,Souvenir of New York,,9065448,"Loeffler, A. (August J.)",personal,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015140191,,,,,,,,,,,,,,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,,,,,,New York (N.Y.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008116322,"Pennsylvania Station (New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh85099554,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,still image,,,,"Leather case containing 52 playing cards with photographic views; Illustrations 9 x 7 cm, in case 7 x 10 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6608,,asset,averynovelties_wdc_002,averynovelties_wdc,,,,,,,,,,,,,,,,,,,,,Detail of one of the building images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178007.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington
omeka_6607,,asset,averynovelties_wdc_001,averynovelties_wdc,,,,,,,,,,,,,,,,,,,,,View of paper folded with flower on top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178006.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington
omeka_6606,,asset,averynovelties_wdc_099,averynovelties_wdc,,,,,,,,,,,,,,,,,,,,,View of paper unfolded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178005.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington
,,item,averynovelties_wdc,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,1880,1890,approximate,between 1880 and 1890,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA735 W2 W285 S,"Paper fold-out novelty with lithographic illustrations of Washington, D.C. The novelty of this piece is its form, unfolded it looks like a doily; folded it looks like a folded fan.","Washington, D.C. : novelty format with lithographic illustrations",,9065372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,,,,,,,,,,,,Washington (D.C.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008117383,"Washington (D.C.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008117388,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,reformatted digital,mixed material,,,,"Comprises 28 images of buildings and other sites in Washington D.C., 26 cm circumference, folded to 13 x 8 cm",Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
omeka_6605,,asset,averynovelties_mvs_003,averynovelties_mvs,,,,,,,,,,,,,,,,,,,,,Dutch Colonial house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178004.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage
omeka_6604,,asset,averynovelties_mvs_002,averynovelties_mvs,,,,,,,,,,,,,,,,,,,,,"Grocery store, general store",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178003.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage
omeka_6603,,asset,averynovelties_mvs_001,averynovelties_mvs,,,,,,,,,,,,,,,,,,,,,View of police and fire station card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178002.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage
omeka_6602,,asset,averynovelties_mvs_099,averynovelties_mvs,,,,,,,,,,,,,,,,,,,,,View of cover,,9046277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 110178001.jpg,filename,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage
,,item,averynovelties_mvs,,,,,objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,mixed materials,lcrt,http://id.loc.gov/vocabulary/resourceTypes/mix,1924,,,1924,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Avery Classics Collection,AA9105 R73,"Unmade paper model in sheet form showing a model village. Each object is intended to be colored, cut out and mounted.",Model village for sand table and project work,,9046277,"Ross, Penny",personal,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Ideal School Supply Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no99040970,,,,,,,,,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,,,,,,,,,,,,Villages--United States,lcsh,http://id.loc.gov/authorities/subjects/sh2010117896,Buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,"One sheet of instructions, one sheet depicting a car, one sheet depicting accessories including a flag, a fountain and traffic signals, three sheets depicting people, and ten sheets depicting buildings including: a Studio, a Post Office, the Police and Fire Station, the Drugs Store, the Grocery Shop, a Hotel, a Church, a two Houses and a Bandstand.",,,,reformatted digital,mixed material,,,,16 leaves; each illustration 24 x 16 cm,Avery’s Architectural Novelties,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856,
