identifier_omeka,item - public,item - featured,note,keyDate_start,form,	relatedItem_collection,dateQualifier,shelfLocator,physicalLocation,place,digitalOrigin,languageOfCataloging,name_primary,title,dateCreated,abstract,language,note_filename,typeOfResource,relatedItem_Project
7511,1,0,Original filename: 130058060.tif,1945-09-09,photographs,Barney Rosset papers,exact,"Box 9, Folder 26","Rare Book and Manuscript Library, Columbia University","Nanking, China",,,"Loeb, Lieutenant |United States. Army. Signal Corps
",Long View Of 9 Sept 45 Surrender--nanking: verso,9 Sept. 45,"CT-45-27110, Nanking, China, 9 Sep 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058060.jpg,Still Image,"Barney Rosset and China
"
7510,1,0,Original filename: 130058059.tif|Caption from reverse of photograph,1945-09-09 ,photographs,Barney Rosset papers,exact,"Box 9, Folder 26","Rare Book and Manuscript Library, Columbia University","Nanking, China",rd,eng,"Loeb, Lieutenant |United States. Army. Signal Corps
",Long View Of 9 Sept 45 Surrender--Nanking: recto,9 Sept. 45,"CT-45-27110, Nanking, China, 9 Sep 45",eng,http://ldpd.cul.columbia.edu/rosset_china_130058/130058059.jpg,Still Image,"Barney Rosset and China
"
7509,1,0,Original filename: 130058058.tif|Caption extrapolated by Barney Rosset from reverse of photograph,1945-05 ,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,rd,eng,"Rosset, Barney","Barney Rosset and Lt. Com. Meredith ""Muddy"" Rhule on Pillbox",May-45,"Barney Rosset and Lt. Com. Meredith ""Muddy"" Rhule on pillbox, May 1945. [Extrapolated from info on reverse. Location?",eng,http://ldpd.cul.columbia.edu/rosset_china_130058/130058058.jpg,Still Image,"Barney Rosset and China
"
7508,1,0,Original filename: 130058057.tif|Caption from reverse of photograph,1945,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Group Of Seven In Jeep,1945,"OSS team, China 1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058057.jpg,Still Image,"Barney Rosset and China
"
7507,1,0,Original filename: 130058056.tif|Caption provided by Barney Rosset,1945,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Group Shot In Front Of Truck,1945,"OSS demolition team at Chinese-Japanese front, 1945. ""Muddy"" Rhule, OSS chief, front row center; Barney Rosset, front row right.",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058056.jpg,Still Image,"Barney Rosset and China
"
7506,1,0,Original filename: 130058055.tif|Caption from reverse of photograph,1945-05,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Looking At Map,May-45,"Lt. Rhule, Colonel of [illegible] team, [illegible], myself locate ourselves on map, China, May 1945.",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058055.jpg,Still Image,"Barney Rosset and China
"
7505,1,0,Original filename: 130058054.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. |Information from reverse of photograph,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Lt. Rhule Handshake (closeup),,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058054.jpg,Still Image,"Barney Rosset and China
"
7504,1,0,Original filename: 130058053.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney","""Foto-Moto"" Up River Bank",,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058053.jpg,Still Image,"Barney Rosset and China
"
7503,1,0,Original filename: 130058052.tif,1945,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Men With Snake,Spring 1945,"China, Spring, 1945, Barney Rosset and ""Muddy"" Rhule with Chinese members of O.S.S. ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058052.jpg,Still Image,"Barney Rosset and China
"
7502,1,0,Original filename: 130058051.tif|Caption from reverse of photograph,1945-01,photographs,Barney Rosset papers,exact,"Box 9, Folder 25","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Barney Standing With Chinese Man In Front Of Tree,Jan-45,"China, January 1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058051.jpg,Still Image,"Barney Rosset and China
"
7501,1,0,Original filename: 130058050.tif|Caption provided by Barney Rosset,1945-01,photographs,Barney Rosset papers,exact,"Box 9, Folder 24","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney","Barney In ""Foto-Moto""",Jan-45,"China, Jan 1945, Barney Rosset",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058050.jpg,Still Image,"Barney Rosset and China
"
7500,1,0,Original filename: 130058049.tif|Caption provided by Barney Rosset,1944-12,photographs,Barney Rosset papers,exact,"Box 9, Folder 24","Rare Book and Manuscript Library, Columbia University","Kweiyang, China",,,"Rosset, Barney",Kweiyang Riverside,Dec-44,"Kweiyang Riverside, Kweiyang, Dec. 1944",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058049.jpg,Still Image,"Barney Rosset and China
"
7499,1,0,Original filename: 130058048.tif,1945-08-29,photographs,Barney Rosset papers,exact,"Box 9, Folder 23","Rare Book and Manuscript Library, Columbia University","Kunming, China",,,"Hendrick, Technician Fourth Grade |United States. Army. Signal Corps
",American Soldier And Chinese Looking At Album: verso,29-Aug-45,"CT-45-26987, Kunming, China, 29 Aug 45,",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058048.jpg,Still Image,"Barney Rosset and China
"
7498,1,0,Original filename: 130058047.tif|Caption from reverse of photograph,1945-08-29,photographs,Barney Rosset papers,exact,"Box 9, Folder 23","Rare Book and Manuscript Library, Columbia University","Kunming, China",,,"Hendrick, Technician Fourth Grade |United States. Army. Signal Corps
",American Soldier And Chinese Looking At Album: recto,29-Aug-45,"CT-45-26987, Kunming, China, 29 Aug 45,",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058047.jpg,Still Image,"Barney Rosset and China
"
7497,1,0,Original filename: 130058046.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. |Caption from reverse of photograph,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney|United States. Army. Signal Corps
",Chinese Men Surveying With Periscope,,CT-45-23420-9,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058046.jpg,Still Image,"Barney Rosset and China
"
7496,1,0,Original filename: 130058045.tif,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Wounded Man With Figure In Foreground: verso,Apr-45,"CT-45-23921-9, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058045.jpg,Still Image,"Barney Rosset and China
"
7495,1,0,Original filename: 130058044.tif|Caption from reverse of photograph,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Wounded Man With Figure In Foreground: recto,Apr-45,"CT-45-23921-9, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058044.jpg,Still Image,"Barney Rosset and China
"
7494,1,0,Original filename: 130058043.tif|Caption provided by Barney Rosset,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
","Wounded Man, Kiangkoa",Apr-45,"CT-45-23921-12, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058043.jpg,Still Image,"Barney Rosset and China
"
7493,1,0,Original filename: 130058042.tif|Caption from reverse of photograph,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Seated Man At Gun,Apr-45,"07-45-23921-22, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058042.jpg,Still Image,"Barney Rosset and China
"
7492,1,0,Original filename: 130058041.tif,1945-04 ,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",rd,eng,"Rosset, Barney|United States. Army. Signal Corps
","Wounded Chinese Soldiers (57th Regiment, 19th Division) Being Treated by First Aid Men: verso",Apr-45,"CT-45-23921-17, Kiangkoa, China, April 45",eng,http://ldpd.cul.columbia.edu/rosset_china_130058/130058041.jpg,Still Image,"Barney Rosset and China
"
7491,1,0,Original filename: 130058040.tif|Caption from reverse of photograph,1945-04 ,photographs,Barney Rosset papers,exact,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",rd,eng,"Rosset, Barney|United States. Army. Signal Corps
","Wounded Chinese Soldiers (57th Regiment, 19th Division) Being Treated by First Aid Men: recto",Apr-45,"CT-45-23921-17, Kiangkoa, China, April 45",eng,http://ldpd.cul.columbia.edu/rosset_china_130058/130058040.jpg,Still Image,"Barney Rosset and China
"
7490,1,0,Original filename: 130058039.tif|Caption provided by Barney Rosset,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Barney And Chinese On Field Phones,Apr-45,"CT-45-23921-8, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058039.jpg,Still Image,"Barney Rosset and China
"
7489,1,0,Original filename: 130058038.tif,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Putting In Stretcher: verso,Apr-45,"CT-45-23921-18, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058038.jpg,Still Image,"Barney Rosset and China
"
7488,1,0,Original filename: 130058037.tif|Caption from reverse of photograph,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Putting In Stretcher: recto,Apr-45,"CT-45-23921-18, Kiangkoa, China, April 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058037.jpg,Still Image,"Barney Rosset and China
"
7487,1,0,Original filename: 130058036.tif,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Setting Up Mortars: verso,Apr-45,"CT-45-23921-1 Kiangkoa, China April 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058036.jpg,Still Image,"Barney Rosset and China
"
7486,1,0,Original filename: 130058035.tif|Caption from reverse of photograph,1945-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Kiangkoa, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Setting Up Mortars: recto,Apr-45,"CT-45-23921-1 Kiangkoa, China April 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058035.jpg,Still Image,"Barney Rosset and China
"
7485,1,0,Original filename: 130058034.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Field Phone: verso,,"CT-45-25418-11, 507th Regt., of the Chinese Army Telephone Communications with the Artillery of the 21st F.A. Regt., of the road to Liuchow, China near the town of Santu. Photo by Lt. Rosset[t].",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058034.jpg,Still Image,"Barney Rosset and China
"
7484,1,0,Original filename: 130058033.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. |Caption from reverse of photograph,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 22","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Field Phone: recto,,"CT-45-25418-11, 507th Regt., of the Chinese Army Telephone Communications with the Artillery of the 21st F.A. Regt., of the road to Liuchow, China near the town of Santu. Photo by Lt. Rosset[t].",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058033.jpg,Still Image,"Barney Rosset and China
"
7483,1,0,Original filename: 130058032.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Chinese Army Re-enter Liuchow: verso,Jul-45,"CT-45-25430, I Jul 45, Liuchow, China",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058032.jpg,Still Image,"Barney Rosset and China
"
7482,1,0,Original filename: 130058031.tif|Caption from reverse of photograph,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Chinese Army Re-enter Liuchow: recto,Jul-45,"CT-45-25430, I Jul 45, Liuchow, China",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058031.jpg,Still Image,"Barney Rosset and China
"
7481,1,0,Original filename: 130058030.tif,1945-07-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Manwarren, F.D.|United States. Army. Signal Corps
",Coolies Pull 10-ton Roller: verso,4-Jul-45,"CT-45-25580 Liuchow, China, Airstrip, 4 Jul 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058030.jpg,Still Image,"Barney Rosset and China
"
7480,1,0,Original filename: 130058029.tif|Caption from reverse of photograph,1945-07-04,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Manwarren, F.D.|United States. Army. Signal Corps
",Coolies Pull 10-ton Roller: recto,4-Jul-45,"CT-45-25580 Liuchow, China, Airstrip, 4 Jul 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058029.jpg,Still Image,"Barney Rosset and China
"
7479,1,0,Original filename: 130058028.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Burned Buildings By River Liuchow: verso,Jul-45,"CT-45-25444, Liuchow, China, 1 Jul 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058028.jpg,Still Image,"Barney Rosset and China
"
7478,1,0,Original filename: 130058027.tif|Caption from reverse of photograph,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Burned Buildings By River Liuchow: recto,Jul-45,"CT-45-25444, Liuchow, China, 1 Jul 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058027.jpg,Still Image,"Barney Rosset and China
"
7477,1,0,Original filename: 130058026.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 21","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Chinese And Americans At Bar,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058026.jpg,Still Image,"Barney Rosset and China
"
7476,1,0,Original filename: 130058025.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Starving Man: verso,Jul-45,"CT-45-25448, Liuchow, China, 1 Jul 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058025.jpg,Still Image,"Barney Rosset and China
"
7475,1,0,Original filename: 130058024.tif|Caption from reverse of photograph,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Starving Man: recto,Jul-45,"CT-45-25448, Liuchow, China, 1 Jul 45 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058024.jpg,Still Image,"Barney Rosset and China
"
7474,1,0,Original filename: 130058023.tif,1945-07-17,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Shemorry, W. E.|United States. Army. Signal Corps
",Victory Parade Liuchow Aerial: verso,17-Jul-45,"CT-45-26723, Liuchow, China, 17 Jul 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058023.jpg,Still Image,"Barney Rosset and China
"
7473,1,0,Original filename: 130058022.tif|Caption from reverse of photograph,1945-07-17,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Shemorry, W. E.|United States. Army. Signal Corps
",Victory Parade Liuchow Aerial: recto,17-Jul-45,"CT-45-26723, Liuchow, China, 17 Jul 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058022.jpg,Still Image,"Barney Rosset and China
"
7472,1,0,Original filename: 130058021.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",United Artist Studio After Bombing: verso,Jul-45,"CT-45-25509, Liuchow, China, July 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058021.jpg,Still Image,"Barney Rosset and China
"
7471,1,0,Original filename: 130058020.tif|Caption from reverse of photograph,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",United Artist Studio After Bombing: recto,Jul-45,"CT-45-25509, Liuchow, China, July 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058020.jpg,Still Image,"Barney Rosset and China
"
7470,1,0,Original filename: 130058019.tif,1944-10-11,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Bowermaster, J.C.|United States. Army. Signal Corps
",United Artist Studio Before Bombing: verso,11-Oct-44,"CBI--44-60839, Liuchow, China, 11 Oct 44 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058019.jpg,Still Image,"Barney Rosset and China
"
7469,1,0,Original filename: 130058018.tif|Caption from reverse of photograph,1944-10-11,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Bowermaster, J.C.|United States. Army. Signal Corps
",United Artist Studio Before Bombing: recto,11-Oct-44,"CBI--44-60839, Liuchow, China, 11 Oct 44 ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058018.jpg,Still Image,"Barney Rosset and China
"
7468,1,0,Original filename: 130058016.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",Liuchow Homeless: recto,Jul-45,"CT-45-25440, Liuchow, China, I July 45",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058016.jpg,Still Image,"Barney Rosset and China
"
7467,1,0,Original filename: 130058015.tif,1945-07-17,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Shemorry, W. E.|United States. Army. Signal Corps
",Victory Parade Liuchow: verso,17-Jul-45,"CT-45-26722, Liuchow, China, 17 July 1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058015.jpg,Still Image,"Barney Rosset and China
"
7466,1,0,Original filename: 130058014.tif|Caption from reverse of photograph,1945-07-17,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Shemorry, W. E.|United States. Army. Signal Corps
",Victory Parade Liuchow: recto,17-Jul-45,"CT-45-26722, Liuchow, China, 17 July 1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058014.jpg,Still Image,"Barney Rosset and China
"
7465,1,0,Original filename: 130058013.tif,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",First Day Chinese Take Back Liuchow: verso,Jul-45,"CT-45-25447, I July 45:Liuchow, China. Photo taken 1 July 1945, first day of occupation of Liuchow, China by the Chinese. Retreating Japanese burned city continuously for over a week before they were forced to abandon city. This photo shows destruction accomplished by Japs on a main thoroughfare on Norh Liuchow, China. Photo by Lt. B.L. Rosset. ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058013.jpg,Still Image,"Barney Rosset and China
"
7464,1,0,Original filename: 130058012.tif|Caption from reverse of photograph,1945-07,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Rosset, Barney|United States. Army. Signal Corps
",First Day Chinese Take Back Liuchow: recto,Jul-45,"CT-45-25447, I July 45:Liuchow, China. Photo taken 1 July 1945, first day of occupation of Liuchow, China by the Chinese. Retreating Japanese burned city continuously for over a week before they were forced to abandon city. This photo shows destruction accomplished by Japs on a main thoroughfare on Norh Liuchow, China. Photo by Lt. B.L. Rosset. ",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058012.jpg,Still Image,"Barney Rosset and China
"
7463,1,0,Original filename: 130058011.tif,1944-09-30,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Bowermaster, J.C.|United States. Army. Signal Corps
",Pontoon Bridge In Liuchow: verso,30-Sep-44,"CBI-44-60572, Liuchow, China, 30 Sept 44",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058011.jpg,Still Image,"Barney Rosset and China
"
7462,1,0,Original filename: 130058010.tif|Caption from reverse of photograph,1944-09-30,photographs,Barney Rosset papers,exact,"Box 9, Folder 20","Rare Book and Manuscript Library, Columbia University","Liuchow, China",,,"Bowermaster, J.C.|United States. Army. Signal Corps
",Pontoon Bridge In Liuchow: recto,30-Sep-44,"CBI-44-60572, Liuchow, China, 30 Sept 44",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058010.jpg,Still Image,"Barney Rosset and China
"
7461,1,0,Original filename: 130058009.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",People Changing Stick Bundle,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058009.jpg,Still Image,"Barney Rosset and China
"
7460,1,0,Original filename: 130058008.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Two Tribal Men Walking,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058008.jpg,Still Image,"Barney Rosset and China
"
7459,1,0,Original filename: 130058007.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Two Boys Close-up,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058007.jpg,Still Image,"Barney Rosset and China
"
7458,1,0,Original filename: 130058006.tif|Caption provided by Barney Rosset,1944 1945,photographs,Barney Rosset papers,exact,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University","Kweiyang, China",,,"Rosset, Barney",Make-shift Shoes ,Winter 1944-1945,"Kweiyang, Winter, 1944-1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058006.jpg,Still Image,"Barney Rosset and China
"
7457,1,0,Original filename: 130058005.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Smiling Woman,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058005.jpg,Still Image,"Barney Rosset and China
"
7456,1,0,Original filename: 130058004.tif|Date from Astrid Rosset,1944-12,photographs,Barney Rosset papers,exact,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Oldern Man With White Beard,Dec-44,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058004.jpg,Still Image,"Barney Rosset and China
"
7455,1,0,Original filename: 130058003.tif|Date range of 1944-1996 based on the earliest and latest dates of the China photographs in Series III of the Barney Rosset papers collection. ,1944 1996,photographs,Barney Rosset papers,inferred,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Woman With Woven Bowl,,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058003.jpg,Still Image,"Barney Rosset and China
"
7454,1,0,Original filename: 130058002.tif|Caption from reverse of photograph,1944-12,photographs,Barney Rosset papers,exact,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",China,,,"Rosset, Barney",Street Food Scene,Dec-44,,,http://ldpd.cul.columbia.edu/rosset_china_130058/130058002.jpg,Still Image,"Barney Rosset and China
"
7453,1,0,Original filename: 130058001.tif|Caption provided by Barney Rosset,1945,photographs,Barney Rosset papers,exact,"Box 9, Folder 19","Rare Book and Manuscript Library, Columbia University",Western China,,,"Rosset, Barney",Rural Scene,1945,"Rural Scene, Western China, 1945",,http://ldpd.cul.columbia.edu/rosset_china_130058/130058001.jpg,Still Image,"Barney Rosset and China
"
