_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_non_sort_portion,title-1:title_sort_portion,note-1:note_value,note-1:note_type,note-2:note_value,note-3:note_value,note-3:note_type,object_in_context_url-1--object_in_context_url_value,omeka_identifier-1--omeka_identifier_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,genre-1:genre_term.value,genre-1:genre_term.uri,genre-1:genre_term.authority,language-1:language_term.value,language-1:language_term.uri,language-1:language_term.authority,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,collection-1:collection_term.value,collection-1:collection_term.uri,digital_origin-1:digital_origin_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_uri,use_and_reproduction-1:use_and_reproduction_authority,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_type,subject_name-1:subject_name_term.name_value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.uri,subject_topic-3:subject_topic_term.authority,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.authority,_publish_targets-1.string_key,_publish
,asset,churchib_cib_025,churchib_cib_000,,Scene 25: interior of church,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_025.jpg,filename,original filename: burke_church_025.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/christianityindia/sceneschristianityindia2,7794,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_026,churchib_cib_000,,Scene 26: plate,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_026.jpg,filename,original filename: burke_church_026.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/christianityindia/sceneschristianityindia2,7795,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_027,churchib_cib_000,,Scene 27: The first Protestant missionaries,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_027.jpg,filename,original filename: burke_church_027.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss1,7796,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_028,churchib_cib_000,,Scene 28: Danish Fort at Tranquobar,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_028.jpg,filename,original filename: burke_church_028.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss1,7797,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_029,churchib_cib_000,,"Scene 29: Ziegenbalg, 1706",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_029.jpg,filename,original filename: burke_church_029.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss1,7798,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_030,churchib_cib_000,,"Scene 30: exterior church, New Jerusalem Church, 1718",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_030.jpg,filename,original filename: burke_church_030.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7799,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_031,churchib_cib_000,,"Scene 31: portrait, Schwartz of Tanjore, 1750",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_031.jpg,filename,original filename: burke_church_031.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7800,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_032,churchib_cib_000,,Scene 32: memorial,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_032.jpg,filename,original filename: burke_church_032.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7801,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_033,churchib_cib_000,,"Scene 33: group at table, Early Wesleyan Evangelists",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_033.jpg,filename,original filename: burke_church_033.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7802,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_034,churchib_cib_000,,Scene 34: evangelists in village,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_034.jpg,filename,original filename: burke_church_034.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7803,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_035,churchib_cib_000,,"Scene 35: exterior church, Old Scotch Kirk, Madras",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_035.jpg,filename,original filename: burke_church_035.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7804,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_036,churchib_cib_000,,"Scene 36: portrait, the Scudder family",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_036.jpg,filename,original filename: burke_church_036.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7805,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_037,churchib_cib_000,,"Scene 37: church yard Madura, a Congregational church yard",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_037.jpg,filename,original filename: burke_church_037.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/firstprotestantmissionaries/scenesprotestantmiss2,7806,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_038,churchib_cib_000,,Scene 38: The character of Protestant Christianity in South India,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_038.jpg,filename,original filename: burke_church_038.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7807,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_039,churchib_cib_000,,"Scene 39: Ashram, Kodaikanal",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_039.jpg,filename,original filename: burke_church_039.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7808,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_040,churchib_cib_000,,Scene 40: shrine,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_040.jpg,filename,original filename: burke_church_040.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7809,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_041,churchib_cib_000,,"Scene 41: Ashram, Vellore",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_041.jpg,filename,original filename: burke_church_041.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7810,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_042,churchib_cib_000,,Scene 42: Indian at devotions,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_042.jpg,filename,original filename: burke_church_042.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7811,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_043,churchib_cib_000,,Scene 43: service,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_043.jpg,filename,original filename: burke_church_043.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter1,7812,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_044,churchib_cib_000,,Scene 44: Indian evangelist,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_044.jpg,filename,original filename: burke_church_044.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter2,7813,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_045,churchib_cib_000,,Scene 45: village gathering,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_045.jpg,filename,original filename: burke_church_045.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter2,7814,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_046,churchib_cib_000,,Scene 46: Church Union children,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_046.jpg,filename,original filename: burke_church_046.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/characterchristianity/scenescharacter2,7815,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_047,churchib_cib_000,,Scene 47: steps Toward Church Union,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_047.jpg,filename,original filename: burke_church_047.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps1,7816,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_048,churchib_cib_000,,Scene 48: map of church areas,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_048.jpg,filename,original filename: burke_church_048.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps1,7817,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_049,churchib_cib_000,,Scene 49: group of ministers,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_049.jpg,filename,original filename: burke_church_049.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps1,7818,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_050,churchib_cib_000,,"Scene 50: exterior church, Ranipet",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_050.jpg,filename,original filename: burke_church_050.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps1,7819,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_051,churchib_cib_000,,"Scene 51: interior church, Ranipet",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_051.jpg,filename,original filename: burke_church_051.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7820,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_052,churchib_cib_000,,"Scene 52: beach at Tranquebar, Tranquebar 1919",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_052.jpg,filename,original filename: burke_church_052.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7821,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_053,churchib_cib_000,,"Scene 53: portrait, Bishop Azariah",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_053.jpg,filename,original filename: burke_church_053.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7822,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
