_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_non_sort_portion,title-1:title_sort_portion,note-1:note_value,note-1:note_type,note-2:note_value,note-3:note_value,note-3:note_type,object_in_context_url-1--object_in_context_url_value,omeka_identifier-1--omeka_identifier_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,genre-1:genre_term.value,genre-1:genre_term.uri,genre-1:genre_term.authority,language-1:language_term.value,language-1:language_term.uri,language-1:language_term.authority,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,collection-1:collection_term.value,collection-1:collection_term.uri,digital_origin-1:digital_origin_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_uri,use_and_reproduction-1:use_and_reproduction_authority,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_type,subject_name-1:subject_name_term.name_value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.uri,subject_topic-3:subject_topic_term.authority,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.authority,_publish_targets-1.string_key,_publish
,asset,churchib_cib_054,churchib_cib_000,,Scene 54: Reverend Peter and Reverend Popley,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_054.jpg,filename,original filename: burke_church_054.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7823,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_055,churchib_cib_000,,Scene 55: conference at Tambaram,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_055.jpg,filename,original filename: burke_church_055.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7824,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_056,churchib_cib_000,,"Scene 56: exterior group, General Assembly, Tambaram, 1947",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_056.jpg,filename,original filename: burke_church_056.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7825,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_057,churchib_cib_000,,"Scene 57: interior group, General Assembly, Tambaram, 1947",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_057.jpg,filename,original filename: burke_church_057.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/stepschurchunion/scenessteps2,7826,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_058,churchib_cib_000,,Scene 58: Inaugurating the Church of South India,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_058.jpg,filename,original filename: burke_church_058.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7827,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_059,churchib_cib_000,,Scene 59: chart of all branches,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_059.jpg,filename,original filename: burke_church_059.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7828,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_060,churchib_cib_000,,Scene 60: Church Union Anglican and Wesleyan branches,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_060.jpg,filename,original filename: burke_church_060.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7829,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_061,churchib_cib_000,,Scene 61: Church Union United Church branch,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_061.jpg,filename,original filename: burke_church_061.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7830,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_062,churchib_cib_000,,Scene 62: entire chart,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_062.jpg,filename,original filename: burke_church_062.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7831,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_063,churchib_cib_000,,"Scene 63: St. George's Cathedral, September 27, 1947",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_063.jpg,filename,original filename: burke_church_063.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7832,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_064,churchib_cib_000,,Scene 64: Bishop Mondol and Dean Pitt,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_064.jpg,filename,original filename: burke_church_064.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating1,7833,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_065,churchib_cib_000,,Scene 65: Anglican bishops,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_065.jpg,filename,original filename: burke_church_065.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7834,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_066,churchib_cib_000,,Scene 66: processional,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_066.jpg,filename,original filename: burke_church_066.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7835,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_067,churchib_cib_000,,Scene 67: Bishop Elliot at altar,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_067.jpg,filename,original filename: burke_church_067.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7836,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_068,churchib_cib_000,,Scene 68: Dr. Kell at altar,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_068.jpg,filename,original filename: burke_church_068.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7837,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_069,churchib_cib_000,,Scene 69: Bishop before altar,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_069.jpg,filename,original filename: burke_church_069.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7838,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_070,churchib_cib_000,,Scene 70: organ pipes,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_070.jpg,filename,original filename: burke_church_070.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7839,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_071,churchib_cib_000,,Scene 71: commissioning Bishops,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_071.jpg,filename,original filename: burke_church_071.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7840,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_072,churchib_cib_000,,Scene 72: Bishops-elect,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_072.jpg,filename,original filename: burke_church_072.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating2,7841,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_073,churchib_cib_000,,Scene 73: precessional,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_073.jpg,filename,original filename: burke_church_073.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating3,7842,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_074,churchib_cib_000,,Scene 74: Hooper preaching,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_074.jpg,filename,original filename: burke_church_074.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating3,7843,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_075,churchib_cib_000,,Scene 75: consecration,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_075.jpg,filename,original filename: burke_church_075.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating3,7844,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_076,churchib_cib_000,,Scene 76: Church Union consecration,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_076.jpg,filename,original filename: burke_church_076.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating3,7845,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_077,churchib_cib_000,,Scene 77: bells ringing,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_077.jpg,filename,original filename: burke_church_077.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7846,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_078,churchib_cib_000,,Scene 78: congregation at Modak,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_078.jpg,filename,original filename: burke_church_078.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7847,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_079,churchib_cib_000,,Scene 79: bells in tower,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_079.jpg,filename,original filename: burke_church_079.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7848,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_080,churchib_cib_000,,Scene 80: exterior Dornakal,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_080.jpg,filename,original filename: burke_church_080.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7849,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_081,churchib_cib_000,,Scene 81: interior Dornakal,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_081.jpg,filename,original filename: burke_church_081.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7850,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_082,churchib_cib_000,,Scene 82: family at worship,http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_082.jpg,filename,original filename: burke_church_082.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7851,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_083,churchib_cib_000,,"Scene 83: interior chapel, ""That they all may be one""",http://ldpd.cul.columbia.edu/a_church_is_born/burke_church_083.jpg,filename,original filename: burke_church_083.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/inauguratingchurch/scenesinaugurating4,7852,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asset,churchib_cib_084,churchib_cib_000,,Focus screen.,burke_church_000.jpg,filename,original filename: burke_church_000.tif,"Originally part of the independent Missionary Research Library, these records were accessioned to the Burke Library archives with the closure of the MRL in 1976. The records were processed and preserved as part of a Henry Luce Foundation grant in 2013.",ownership,https://exhibitions.library.columbia.edu/exhibits/show/church/intro/ownership,7853,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,rightsstatements.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
