item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - PhysicalDescription,item - MODS - Collection,item - MODS - Subrepository,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Date,item - DublinCore - Description,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Subject 5,item - DublinCore - Subject 6,item - DublinCore - Publisher,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka,item - OmekaCollection,project URL,item - AdditionalItemMetadata - Provenance,item - ItemType,item in context 1,item in context 2
1,1827,0,printed ephemera,,,1933-12-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"16e Arrondissement (Paris, France)",,,,,,,Archives internationales de la danse,,,"Réception que Donneront Les Archives Internationales de la Danse (A.I.D.) en l'Honneur de l'Éminent Créateur de la Chorégraphie Moderne, M. Michel Fokine: Invitation","Réception que Donneront Les Archives Internationales de la Danse (A.I.D.) en l'Honneur de l'Éminent Créateur de la Chorégraphie Moderne, M. Michel Fokine: Invitation",,,,,,fre,,Jeudi 21 Décembre 1933,Invitation to a reception,"Fokine, Michel, 1880-1942",,,,,,,,original filename: ballet_russe_05-09-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/fokine,
1,1826,0,photographs,manuscripts,,1937,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Fokine, Michel, 1880-1942",,,Portrait of Mikhail Fokine inscribed to Vladimir Zeeler,Portrait of Mikhail Fokine inscribed to Vladimir Zeeler,,,,,,rus,,1937,,"Fokine, Michel, 1880-1942","Zeeler, Vladimir Feofilovich, 1874-1954",,,,,,,original filename: ballet_russe_05-08-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/fokine,
1,1825,0,correspondence,,,1900,1978,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,Date inferred from writer's life dates.,,,,,"Karsavina, Tamara","Brussel, Robert",,Holograph letter from Tamara Karsavina to Robert Brussel. Page 2,Holograph letter from Tamara Karsavina to Robert Brussel,Page 2,,,,,fre,,between 1900 and 1978,,,,,,,,,,original filename: ballet_russe_05-06-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,
1,1824,0,correspondence,,,1900,1978,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,Date inferred from writer's life dates.,,,,,"Karsavina, Tamara","Brussel, Robert",,Holograph letter from Tamara Karsavina to Robert Brussel. Page 1,Holograph letter from Tamara Karsavina to Robert Brussel,Page 1,,,,,fre,,between 1900 and 1978,,,,,,,,,,original filename: ballet_russe_05-06-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,
1,1823,0,photographs,,,1916,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),,,,,,,"Strelecki, Jean de, count",,,Serg De Diaghileff's Ballet Russe: Petrouchka,Serg De Diaghileff's Ballet Russe: Petrouchka,,,,,,eng,,1916,J. de Strelecki photograph of three dancers in a scene from Petrushka by Igor Stravinskii.,Petrouchka (Choreographic work),,,,,,,,original filename: ballet_russe_05-05-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/strelecki,
1,1822,0,photographs,,,1916,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),,,,,,,"Strelecki, Jean de, count",,,Serge De Diaghileff's Ballet Russe: Mme. L. Lopokowa,Serge De Diaghileff's Ballet Russe: Mme. L. Lopokowa,,,,,,fre,,1916,J. de Strelecki's photograph of L. Lopokowa and another dancer in costume and dance poses.,"Lopokova, Lydia, 1892-1981",,,,,,,,original filename: ballet_russe_05-04-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/strelecki,
1,1821,0,manuscripts,,,1900,1978,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,Date inferred from creator's life dates.,,,,,"Karsavina, Tamara",,,Tamara Karsavina's List of Telephone Contacts,Tamara Karsavina's List of Telephone Contacts,,,,,,eng,,between 1900 and 1978,Telephone numbers in Tamara Karsavina's telephone book,,,,,,,,,original filename: ballet_russe_05-03-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,
1,1820,0,correspondence,,,1932-06-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Paris (France),,,,,,,"Lifar, Serge, 1905-1986","Shervashidze, Aleksandr, 1867-1968",,Letter from Serge Lifar to Prince Chervachidzé,Letter from Serge Lifar to Prince Chervachidzé,,,,,,fre,,17 Juin 1932,"Typed letter from Serge Lifar to Prince Alexander ""Chervachidzé"" (Shervashidze), signed",,,,,,,,,original filename: ballet_russe_05-02-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/lifar,
1,1819,0,periodicals,,,1909,1929,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,France,,Dates inferred from existence dates of Ballets russes de Sergei Diaghilev.,,,,,,,,Et voici de nouveau les Ballets Russes,Et voici de nouveau les Ballets Russes,,,,,,fre,,between 1909 and 1929,"Clipping from unknown French newspaper, page number unknown",Ballets russes,"Lifar, Serge, 1905-1986","Spessivtzeva, Olga, 1895-1991",,,,,Unknown,original filename: ballet_russe_05-01-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/lifar,
1,1818,0,photographs,,,1896,1921,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,Anna Pavlova and Mikhail Mordkin in Costume and Dance Poses,Anna Pavlova and Mikhail Mordkin in Costume and Dance Poses,,,,,,eng,,between 1896 and 1921,,"Pavlova, Anna, 1881-1931","Mordkin, Mikhail, 1881-1944",,,,,,,original filename: ballet_russe_04-18-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1817,0,periodicals,,,1911-05-27,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,New York (N.Y.),,,,"Rabinoff, Max",,,Brightest Constellation of Star Attractions in the Concert and Operatic Firmament,Brightest Constellation of Star Attractions in the Concert and Operatic Firmament,,,,,,eng,,"May 27, 1911",,Balalaika Orchestra,"Pavlova, Anna, 1881-1931","Mordkin, Mikhail, 1881-1944",Ballets russes,"Smirnov, Dmitriĭ Alekseevich, 1882-1944","Janpolski, Albert G. (Albert Gregorowich)",Musical American Corp.,"Musical America: Volume 14, Number 3, page 10",original filename: ballet_russe_04-17-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1816,0,periodicals,,,1911-06-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,New York (N.Y.),,,,,,,Uncle Sam and Pavlowa as Moscow Artist sees them,Uncle Sam and Pavlowa as Moscow Artist sees them,,,,,,eng,,"June 17, 1911",,"Pavlova, Anna, 1881-1931",,,,,,Musical America Corp.,"Musical America: Issue of June 17, 1911, unknown page",original filename: ballet_russe_04-16-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1815,0,printed ephemera,,,1910,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),Saint Petersburg (Russia),,,,,,"Metropolitan Opera (New York, N.Y.)",Russia. Sovereign (1894-1917 : Nicholas II),,By Permission of H. I. M. the Czar of Russia and Special Arrangement with the Leading Opera Houses: World Tour of Anna Pavlowa,By Permission of H. I. M. the Czar of Russia and Special Arrangement with the Leading Opera Houses: World Tour of Anna Pavlowa,,,,,,eng,,1910,Permission to go on a world tour for Anna Pavlova.,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-15-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1814,0,printed ephemera,,,1896,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Saint Petersburg (Russia),,Date inferred from Anna Pavlova's life dates.,,,,,"Pavlova, Anna, 1881-1931",,,"Anna Pavlova, Artiste des Théâtres Impériaux","Anna Pavlova, Artiste des Théâtres Impériaux",,,,,,fre,,between 1896 and 1931,Anna Pavlova's business card,,,,,,,,,original filename: ballet_russe_04-14-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1813,0,books,manuscripts,,1909,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Warsaw (Poland),,,,,,,"Pavlova, Anna, 1881-1931",,,Anna Pavlova's Autograph,Anna Pavlova's Autograph,,,,,,eng,,1909,Page 9 of unknown book,,,,,,,,,original filename: ballet_russe_04-13-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1812,0,photographs,,,1896,1921,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),,Date inferred from Anna Pavlova's life dates.,,,,,"Mishkin, Herman",,,Anna Pavlova portrait,Anna Pavlova portrait,,,,,,eng,,Between 1896 and 1921,,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-12-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1811,0,printed ephemera,,,1914,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from Anna Pavlova's tour dates.,New York (N.Y.),,Brander Matthews Dramatic Museum records,,"Hurok, Sol, 1888-1974","Pavlova, Anna, 1881-1931",,Souvenir program of Anna Pavlova's American tour. Front cover,Souvenir program of Anna Pavlova's American tour,Front cover,,,,,eng,,Between 1914 and 1931,Portrait of Anna Pavlova in ballet costume on front cover.,"Pavlova, Anna, 1881-1931",,,,,,A. Klar,,original filename: ballet_russe_04-11-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1810,0,printed ephemera,,,1915,1916,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,Boston Grand Opera Company,,,Programme: Boston Grand Opera Company in Conjunction with the Pavlowa Imperial Ballet Russe. Front cover,Programme: Boston Grand Opera Company in Conjunction with the Pavlowa Imperial Ballet Russe,Front cover,,,,,eng,,1915 to 1916,,"Pavlova, Anna, 1881-1931",Imperial Russian Ballet,,,,,,,original filename: ballet_russe_04-10-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,
1,1809,0,photographs,,,1896,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,"Mme. Anna Pavlowa, Imperial Russian Ballet","Mme. Anna Pavlowa, Imperial Russian Ballet",,,,,,eng,,between 1896 and 1931,Portrait of Anna Pavlova in ballet outfit and pose,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-06-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/intro,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume
1,1808,0,photographs,,,1896,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,England,,Date inferred from Anna Pavlova's life dates.,,,,,,,,Anna Pavlova in Costume Beside a Lake in England,Anna Pavlova in Costume Beside a Lake in England,,,,,,eng,,between 1896 and 1931,,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-04-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1807,0,photographs,,,1910,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,,,,Anna Pavlova Posing in Theater Costume,Anna Pavlova Posing in Theater Costume,,,,,,eng,,1910,,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-03-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1806,0,photographs,,,1896,1931,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,Anna Pavlova Posing as the Swan,Anna Pavlova Posing as the Swan,,,,,,eng,,between 1896 and 1931,,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-02-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1805,0,drawings,,,1935,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Anna Pavlova: Cynge Immortel,Anna Pavlova: Cynge Immortel,,,,,,fre,,1935,Tribute to Anna Pavlova,"Pavlova, Anna, 1881-1931",,,,,,,,original filename: ballet_russe_04-01-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,
1,1804,0,printed ephemera,,,1954-11-02,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"22, Tudor Street, London, E.C. 4",,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",Observer,,Observer Diaghilev Exhibition Invitation for Monsieur Matislav Dobuzinsky,Observer Diaghilev Exhibition Invitation for Monsieur Matislav Dobuzinsky,,,,,,eng,,"November 2nd, 1954",,,,,,,,,,original filename: ballet_russe_03-15-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1803,0,printed ephemera,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,Fortnum & Mason (Firm),Observer,,Observer Diaghilev Exhibition Menu. Unnumbered page 4,Observer Diaghilev Exhibition Menu,Unnumbered page 4,,,,,eng,,1954,Cover artwork by Charo or Zharo- cannot determine first letter.,,,,,,,,,original filename: ballet_russe_03-14-04.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1802,0,printed ephemera,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,Fortnum & Mason (Firm),Observer,,Observer Diaghilev Exhibition Menu. Unnumbered page 3,Observer Diaghilev Exhibition Menu,Unnumbered page 3,,,,,eng,,1954,,,,,,,,,,original filename: ballet_russe_03-14-03.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1801,0,printed ephemera,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,Fortnum & Mason (Firm),Observer,,Observer Diaghilev Exhibition Menu. Unnumbered page 2,Observer Diaghilev Exhibition Menu,Unnumbered page 2,,,,,eng,,1954,,,,,,,,,,original filename: ballet_russe_03-14-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1800,0,printed ephemera,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,Fortnum & Mason (Firm),Observer,,Observer Diaghilev Exhibition Menu. Unnumbered page 1,Observer Diaghilev Exhibition Menu,Unnumbered page 1,,,,,eng,,1954,Cover artwork by Charo or Zharo- cannot determine first letter.,,,,,,,,,original filename: ballet_russe_03-14-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1799,0,correspondence,,,1954-12-08,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,"Gourvitch, Alexander","Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,Typed letter from Alexander Gourvitch to M. V. Dobujinsky,Typed letter from Alexander Gourvitch to M. V. Dobujinsky,,,,,,eng,,"8th December, 1954","Alexander Gourvitch, typed letter to Mstislav Dobujinksy, signed.

London, 1954",,,,,,,,,original filename: ballet_russe_03-13-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1798,0,correspondence,,,1954-05-24,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,"Buckle, Richard","Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,Typed letter from Richard Buckle to M. Dobujinsky,Typed letter from Richard Buckle to M. Dobujinsky,,,,,,eng,,"24th May, 1954","Richard Buckle, typed letter to Mstislav Dobujinksy, signed.",,,,,,,,,original filename: ballet_russe_03-11-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1797,0,manuscripts,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Edinburgh (Scotland),,,,holograph note,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Edinburg [sic] Festival 1954: Diaghilev Exhibition Aug. 22 - Sept. 11,Edinburg [sic] Festival 1954: Diaghilev Exhibition Aug. 22 - Sept. 11,,,,,,eng,,1954,Mstislav Dobujinksy' notes on Diaghilev Exhibition at the Edinburgh Festival,,,,,,,,,original filename: ballet_russe_03-10-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1796,0,manuscripts,,,1954,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,London (England),,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Typed Speech Script for Diaghilev Exhibition with Holograph Corrections,Typed Speech Script for Diaghilev Exhibition with Holograph Corrections,,,,,,eng,,1954,,,,,,,,,,original filename: ballet_russe_03-09-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1795,0,scrapbooks,,,1955,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Unknown Scrapbook. Page 21,Unknown Scrapbook,Page 21,,,,,eng,,1955,"Page 8 of ""catalogue"" that is page 21 in an unknown scrapbook",,,,,,,,,original filename: ballet_russe_03-08-02.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,,
1,1794,0,scrapbooks,,,1955,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Unknown Scrapbook. Page 20,Unknown Scrapbook,Page 20,,,,,eng,,1955,"Page 7 of ""catalogue"" that is page 20 in an unknown scrapbook",,,,,,,,,original filename: ballet_russe_03-08-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1793,0,printed ephemera,,,1941-04-21,1941-05-03,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,New York (N.Y.),,,,,,,Marie Sterner Galleries,,,Stage Sets and Costumes by Dobujinsky Program. Front cover,Stage Sets and Costumes by Dobujinsky Program,Front cover,,,,,eng,,"April 21st to May 3rd, 1941",Program for an exhibition of stage sets and costumes by Mstislav Dobujinsky,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,original filename: ballet_russe_03-07-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,
1,1792,0,paintings,,,1931,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Sketch of a Ballroom for Eugene Onegin,Sketch of a Ballroom for Eugene Onegin,,,,,,eng,,1931,,,,,,,,,,original filename: ballet_russe_03-06-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/drawings,
1,1791,0,paintings,,,1885,1957,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,Date inferred from artist's life dates.,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,Sketch of Ballerinas,Sketch of Ballerinas,,,,,,eng,,Between 1885 and 1957,,,,,,,,,,original filename: ballet_russe_03-05-01.jpg,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,still image,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/drawings,
