item - public,item - itemId,item - featured,item - MODS - FormGenre,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - DublinCore - Source,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Date,item - DublinCore - Coverage,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Description,item - DublinCore - Publisher,item - AdditionalItemMetadata - Provenance ,item - AdditionalItemMetadata - TemporalCoverage,item - AdditionalItemMetadata - RightsHolder,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - PublicationDate,item - MODS - ShelfLocation,item - MODS - PublicationPlace,item - MODS - Collection,item - OmekaCollection,item - ItemType,item - ItemType - text,item - ItemInContext,project URL
1,6681,0,photographs,1889,,,,"Photograph of Edith Louise and Joseph Pulitzer, Jr.","Photograph of Edith Louise and Joseph Pulitzer, Jr.",,"Pulitzer, Edith Louise","Pulitzer, Joseph, 1885-1955",1889,,"Kurtz, William, 1833-1904",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: Pulitzer Youngest Children 006.jpg,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1889,"World Papers, Box 10",New York (N.Y.),World records,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6601,0,books,1924,,,,Joseph Pulitzer His Life & Letters,Joseph Pulitzer His Life & Letters,,"Pulitzer, Joseph, 1847-1911",,1924,,"Seitz, Don Carlos, 1862-1935",,eng,,"Simon and Schuster, inc.",,,,original filename: Seitz Biography.jpg,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1924,,New York,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-biographies/pulitzer-biographies,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6600,0,books,1931,,,,End of The World. Cover,End of The World,Cover,"World (New York, N.Y. : 1860-1931)",,1931,,"Barrett, James Wyman, 1885-",,eng,,Harper & Brothers,,,,original filename: End_of_the_World1.jpg,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1931,Box 60,New York,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-end-of-the-world/end-and-demolition,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6499,0,photographs,1873,,,St. Louis Post-Dispatch,Joseph and Albert Pulitzer,Joseph and Albert Pulitzer,,"Pulitzer, Joseph, 1847-1911","Pulitzer, Albert",1873,,,,,Photograph of Joseph and Albert Pulitzer,,,,St. Louis Post-Dispatch,original filename: joseph & albert1.jpg,,reformatted digital,Non-Columbia Location,Non-CUL,eng,1873,,New York,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6498,0,books,2010,,,,"Pulitzer, A Life in Politics, Print, and Power. Front cover","Pulitzer, A Life in Politics, Print, and Power",Front cover,"Pulitzer, Joseph, 1847-1911",,2010,,"Morris, James McGrath",,eng,,Harper,,,,original filename: Pulitzer Morris DJ.jpg,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,2010,,New York,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-biographies/pulitzer-biographies,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6497,0,photographs,1905-06,,,,Portrait of Joseph Pulitzer,Portrait of Joseph Pulitzer,,"Pulitzer, Joseph, 1847-1911",,"June, 1905",,"Sargent, John Singer, 1856-1925",,eng,,Jean Paul Torno,"Photography: Jean Paul Torno
Private Collection",,Private Collection,original filename: Sargent Portrait.jpg,,reformatted digital,Non-Columbia Location,Non-CUL,eng,1905-06,,,,Joseph Pulitzer and The World,still image,Original Format: Oil painting,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-portraits,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6496,0,photographs,1955,,,,World Building interior,World Building interior,,"World (New York, N.Y. : 1860-1931)",,1955,,,,,"Photograph of World Building interior showing stained glass window ""Liberty Lighting the World""",,,,,original filename: World bldg inside1.jpg,,reformatted digital,Non-Columbia Location,Non-CUL,eng,,,,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-end-of-the-world/end-and-demolition,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6495,0,photographs,1912,,,,Dedication of the Columbia School of Journalism,Dedication of the Columbia School of Journalism,,Columbia University. School of Journalism,,1912,,,,,"Photograph of the Dedication of the Columbia School of Journalism, Nicholas Murray Butler and bust of Joseph Pulitzer by August Rodin",,,,,original filename: Rodin Bust and officials1.jpg,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1912,,,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/school-of-journalism,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6494,0,photographs,1955,,,,Opening of the Cornerstone Box,Opening of the Cornerstone Box,,,,1955,,,,,"Photograph of the Opening of the Cornerstone Box, World Building",,"Library of Congress, New York World-Telegram & Sun Collection",,"Library of Congress, New York World-Telegram & Sun Collection",original filename: Cornerstone box opening2.jpg,,reformatted digital,Non-Columbia Location,Non-CUL,eng,1955,,,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-end-of-the-world/end-and-demolition,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,6493,0,photographs,1889,,,,World Room Window in the Journalism building,World Room Window in the Journalism building,,Columbia University. School of Journalism,,1889,,"Heinigke & Bowen, New York",,eng,"Stained glass window created for World Building, ""Liberty Lighting the World""; World Room, Journalism School",,Eileen Barroso,,Eileen Barroso,original filename: World Room stained glass window3.jpg,,reformatted digital,Non-Columbia Location,Non-CUL,eng,,,,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/world-building-window,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3015,0,pamphlets,1910-01,,,,"Circuit Court of the United States, Southern District of New York, United States of America v. Press Publishing Company, Indictment for Publishing a Libel","Circuit Court of the United States, Southern District of New York, United States of America v. Press Publishing Company, Indictment for Publishing a Libel",,,,"January, 1910",New York,"DeLancey, Nicoll",,eng,,Evening Post Job Printing Office,Gift of Mrs. Ann Satterthwaite,1910-01,,original filename: pulitzer_100018090,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 12,,William McMurtrie papers,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/politics/panama-canal-libel-case,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3014,0,drawings,1910-01,,,,"Pen and ink drawing, inscribed to William McMurtrie Speer","Pen and ink drawing, inscribed to William McMurtrie Speer",,,,"January, 1910",New York,,,eng,,,Gift of Mrs. Ann Satterthwaite,1910-01,,original filename: pulitzer_100018089,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,William McMurtrie papers,Joseph Pulitzer and The World,still image,Original Format: Drawing,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/politics/panama-canal-libel-case,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3013,0,correspondence,1911-11-02,,,,"Typescript, carbon, letter to Editors, New York World","Typescript, carbon, letter to Editors, New York World",,,,"1911, November 2",New York,"McMurran, C. W.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1911-11-02,,original filename: pulitzer_100018088,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 56,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3012,0,correspondence,1911-11-02,,,,"Typed letter, signed, to Mr. Thwaites, enclosing letter to Editors","Typed letter, signed, to Mr. Thwaites, enclosing letter to Editors",,,,"1911, November 2",New York,"McMurran, C. W.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1911-11-02,,original filename: pulitzer_100018087,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 56,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-end-of-the-world/death-of-joseph-pulitzer,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3011,0,drawings,1886-11-06,,,,Harpers Weekly illustration Dedication of Statue of Liberty,Harpers Weekly illustration Dedication of Statue of Liberty,,,,"November 6, 1886",New York,,,,,,,1886-11-06,,original filename: pulitzer_100018086,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,Joseph Pulitzer and The World,still image,Original Format: Magazine Tearsheet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3010,0,correspondence,1887,,inferred,,Autograph letter signed by A. Rubin. Page 2,Autograph letter signed by A. Rubin,Page 2,,,[1887],Paris (France),"Rubin, A.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018085b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3009,0,correspondence,1887,,inferred,,Autograph letter signed by A. Rubin. Pages 1-2,Autograph letter signed by A. Rubin,Pages 1-2,,,[1887],Paris (France),,,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018085a,pulitzer_page2.jpg,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3008,0,printed ephemera,1898-03-27,,,World,Most marvellous mechanical production of the age,Most marvellous mechanical production of the age,,,,"March 27, 1898",,,,eng,,,,,,original filename: pulitzer_100018084,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898-03-27,,,,Joseph Pulitzer and The World,still image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3007,0,printed ephemera,1899-07-13,,,,Members of the Staff will please note,Members of the Staff will please note,,,,"July 13, 1899",New York,"Burton, Pomeroy",,eng,,,"Gift of Joseph Pulitzer, Jr.",1899-07-13,,original filename: pulitzer_100018083,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 12,,World records,Joseph Pulitzer and The World,still image,Original Format: Typed Memo,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-pulitzer-prize,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3006,0,manuscripts,1908-03,,,,Saloon Food Account book. Unnumbered page,Saloon Food Account book,Unnumbered page,,,March 1908,Leith and various places,Steam Yacht Liberty,,eng,,,"Gift of Joseph Pulitzer, Jr.",1908-03 - 1909-02,,original filename: pulitzer_100018082a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 49,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Ledger,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3005,0,manuscripts,1908-03,,,,Saloon Food Account book. Front cover,Saloon Food Account book,Front cover,,,March 1908,Leith and various places,Steam Yacht Liberty,,eng,,,"Gift of Joseph Pulitzer, Jr.",1908-03 - 1909-02,,original filename: pulitzer_100018082,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 49,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Ledger,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3004,0,printed ephemera,1901-12-28,,,,"Harpers Weekly cartoon ""American Editors II Joseph Pulitzer""","Harpers Weekly cartoon ""American Editors II Joseph Pulitzer""",,,,"December 28, 1901",New York,Harpers Weekly,,eng,,,,1901-12-28,,original filename: pulitzer_100018081,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,Joseph Pulitzer and The World,still image,Original Format: Magazine Tearsheet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/pulitzer-family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3003,0,pamphlets,1912-12-16,,,,"Profession of Journalism, Accuracy in the News, An Address Before the Pulitzer School of Journalism, Columbia University, New York, Delivered at Earl Hall. Front cover","Profession of Journalism, Accuracy in the News, An Address Before the Pulitzer School of Journalism, Columbia University, New York, Delivered at Earl Hall",Front cover,,,"December 16, 1912",New York,"Pulitzer, Ralph, 1879-1939",,eng,,,"Gift of Joseph Pulitzer, Jr.",1912-12-16,,original filename: pulitzer_100018080,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 57,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/school-of-journalism,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3002,0,correspondence,1907-05-27,,,,"Typed letter, signed, to Joseph Pulitzer","Typed letter, signed, to Joseph Pulitzer",,,,"May 27, 1907",New York,"Butler, Nicholas Murray, 1862-1947",,eng,,,"Gift of Joseph Pulitzer, Jr.",1907-05-27,,original filename: pulitzer_100018079a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 1,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3001,0,correspondence,1907-05-27,,,,"Typed letter, signed, to Joseph Pulitzer","Typed letter, signed, to Joseph Pulitzer",,,,"May 27, 1907",New York,"Butler, Nicholas Murray, 1862-1947",,eng,,,"Gift of Joseph Pulitzer, Jr.",1907-05-27,,original filename: pulitzer_100018079,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 1,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/school-of-journalism,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,3000,0,manuscripts,1903-11,,approximate,,Typed text of article on St. Louis Exposition,Typed text of article on St. Louis Exposition,,,,"circa November, 1903",,"Davis, Varina, 1826-1906",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018078a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed text of article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2999,0,manuscripts,1903-11,,approximate,,Typed text of article on St. Louis Exposition,Typed text of article on St. Louis Exposition,,,,"circa November, 1903",,"Davis, Varina, 1826-1906",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018078,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed text of article,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/school-of-journalism,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2998,0,manuscripts,1903-08,,inferred,,Draft agreement with Columbia University to endow the School of Journalism,Draft agreement with Columbia University to endow the School of Journalism,,Columbia University. School of Journalism,,"[August, 1903]",,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1903-08,,original filename: pulitzer_100018077a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 25,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Draft agreement,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/school-of-journalism,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2997,0,manuscripts,1903-08,,inferred,,Draft agreement with Columbia University to endow the School of Journalism,Draft agreement with Columbia University to endow the School of Journalism,,Columbia University. School of Journalism,,"[August, 1903]",,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1903-08,,original filename: pulitzer_100018077,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 25,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Draft agreement,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2996,0,correspondence,1905-11-13,,,,"Typed letter, signed, to Joseph Pulitzer","Typed letter, signed, to Joseph Pulitzer",,,,13-Nov-1905,New York,"Damrosch, Walter, 1862-1950",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018076,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 1,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/philanthropy,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2995,0,correspondence,1906-01-15,,,,"Typed letter, signed, to Alfred Butes","Typed letter, signed, to Alfred Butes",,,,15-Jan-1906,New York,"De Forest, Robert W. (Robert Weeks), 1848-1931",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018075a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2994,0,correspondence,1906-01-15,,,,"Typed letter, signed, to Alfred Butes","Typed letter, signed, to Alfred Butes",,,,15-Jan-1906,New York,"De Forest, Robert W. (Robert Weeks), 1848-1931",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018075,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/philanthropy,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2993,0,manuscripts,1906-10-10,,,,Typed memorial to Carl Schurz,Typed memorial to Carl Schurz,,,,10-Oct-1906,,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018074a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed memorial,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-st--louis-post-dispatch,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2992,0,manuscripts,1906-10-10,,,,Typed memorial to Carl Schurz,Typed memorial to Carl Schurz,,,,10-Oct-1906,,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018074,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed memorial,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-st--louis-post-dispatch,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2991,0,correspondence,1903-01-13,,,,"Typed letter, signed, to Joseph Pulitzer","Typed letter, signed, to Joseph Pulitzer",,,,13-Jan-1903,New York,"Plimpton, George A. (George Arthur), 1855-1936",,eng,,,"Gift of Joseph Pulitzer, Jr.",1903-01-13,,original filename: pulitzer_100018073,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 3,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/philanthropy,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2990,0,correspondence,1902-08-23,,,,"Typed letter, signed, to Joseph Pulitzer","Typed letter, signed, to Joseph Pulitzer",,,,23-Aug-1902,South Weymouth (Mass.),"Washington, Booker T., 1856-1915",,eng,,,"Gift of Joseph Pulitzer, Jr.",1902-08-23,,original filename: pulitzer_100018072,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 3,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/philanthropy/philanthropy,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2989,0,printed ephemera,1886-11-29,,,,Receipt for donation,Receipt for donation,,,,"November 29, 1886",,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-11-29,,original filename: pulitzer_100018071a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 6,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Receipt,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
