item - public,item - itemId,item - featured,item - MODS - FormGenre,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - DublinCore - Source,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Date,item - DublinCore - Coverage,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Description,item - DublinCore - Publisher,item - AdditionalItemMetadata - Provenance ,item - AdditionalItemMetadata - TemporalCoverage,item - AdditionalItemMetadata - RightsHolder,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - PublicationDate,item - MODS - ShelfLocation,item - MODS - PublicationPlace,item - MODS - Collection,item - OmekaCollection,item - ItemType,item - ItemType - text,item - ItemInContext,project URL
1,2949,0,manuscripts,1899-07-22,,,,Memo for Mr. Pulitzer on the Newsboys' Strike. Page 2,Memo for Mr. Pulitzer on the Newsboys' Strike,Page 2,,,"July 22, 1899",New York,"Seitz, Don Carlos, 1862-1935",,eng,,,"Gift of Joseph Pulitzer, Jr.",1899-07-22,,original filename: pulitzer_100018054a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,World Papers Box 12,,World records,Joseph Pulitzer and The World,still image,Original Format: Typed Memo,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2948,0,manuscripts,1899-07-22,,,,Memo for Mr. Pulitzer on the Newsboys' Strike. Page 1,Memo for Mr. Pulitzer on the Newsboys' Strike,Page 1,,,"July 22, 1899",New York,"Seitz, Don Carlos, 1862-1935",,eng,,,"Gift of Joseph Pulitzer, Jr.",1899-07-22,,original filename: pulitzer_100018054,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,World Papers Box 12,,World records,Joseph Pulitzer and The World,still image,Original Format: Typed Memo,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/newsboys--strike,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2947,0,correspondence,1899-07-24,,,,Telegram on the Newsboys' Strike,Telegram on the Newsboys' Strike,,,,"July 24, 1899",New York,"Seitz, Don Carlos, 1862-1935",,eng,,,"Gift of Joseph Pulitzer, Jr.",1899-07-24,,original filename: pulitzer_100018053,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,World Papers Box 12,,World records,Joseph Pulitzer and The World,still image,Original Format: Telegram,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/newsboys--strike,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2946,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Pages 248-249,Cable Code Book used by H. A. Jenks,Pages 248-249,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052e,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2945,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Page 99,Cable Code Book used by H. A. Jenks,Page 99,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052d,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2944,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Page 91,Cable Code Book used by H. A. Jenks,Page 91,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052c,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2943,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Page 33,Cable Code Book used by H. A. Jenks,Page 33,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2942,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Pages 18-19,Cable Code Book used by H. A. Jenks,Pages 18-19,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2941,0,books,1906,,approximate,,Cable Code Book used by H. A. Jenks. Front cover,Cable Code Book used by H. A. Jenks,Front cover,,,circa 1906,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018052,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 40,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript book with printed additions,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/cable-code-book,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2940,0,manuscripts,1889-10,,,,Address read at Cornerstone Laying Ceremony inscribed on parchment,Address read at Cornerstone Laying Ceremony inscribed on parchment,,,,"October, 1889",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,,1889-10,,original filename: pulitzer_100018051,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Flat Box 1,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript on parchment,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/laying-the-cornerstone,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2939,0,objects,1889-10,,,,Copper Cornerstone Box,Copper Cornerstone Box,,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,,1889-10,,original filename: pulitzer_100018050c,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,World records,Joseph Pulitzer and The World,still image,Original Format: Copper Box,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-end-of-the-world/end-and-demolition,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2938,0,objects,1889-10,,,,Copper Cornerstone Box,Copper Cornerstone Box,,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,,1889-10,,original filename: pulitzer_100018050b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,World records,Joseph Pulitzer and The World,still image,Original Format: Copper Box,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/laying-the-cornerstone,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2937,0,objects,1889-10,,,,Copper Cornerstone Box,Copper Cornerstone Box,,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,,1889-10,,original filename: pulitzer_100018050a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,World records,Joseph Pulitzer and The World,still image,Original Format: Copper Box,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2936,0,objects,1889-10,,,,Copper Cornerstone Box,Copper Cornerstone Box,,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,,1889-10,,original filename: pulitzer_100018050,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,World records,Joseph Pulitzer and The World,still image,Original Format: Copper Box,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2935,0,books,1890,,,,"World, Its History & Its New Home. Back cover","World, Its History & Its New Home",Back cover,"World (New York, N.Y. : 1860-1931)",,1890,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,American Typefounders Company Library,1890,,original filename: pulitzer_100018048b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,PN4899 N48 1890,,Graphic Arts,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/the-world-building-finished,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2934,0,books,1890,,,,"World, Its History & Its New Home. Title page","World, Its History & Its New Home",Title page,,,1890,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,American Typefounders Company Library,1890,,original filename: pulitzer_100018048a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,PN4899 N48 1890,,Graphic Arts,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/the-world-building-finished,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2933,0,books,1890,,,,"World, Its History & Its New Home. Front cover","World, Its History & Its New Home",Front cover,,,1890,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,American Typefounders Company Library,1890,,original filename: pulitzer_100018048,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,PN4899 N48 1890,,Graphic Arts,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/the-world-building-finished,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2932,0,periodicals,1889-10-10,,,,"World, Evening Edition, Second Anniversary Number","World, Evening Edition, Second Anniversary Number",,,,"October 10, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-10-10,,original filename: pulitzer_100018047,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Newspaper,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/laying-the-cornerstone,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2931,0,correspondence,1889-05-15,,,,Typed letter to George Post,Typed letter to George Post,,,,"May 15, 1889",New York,"Turner, George","Post, George A. (George Adams), 1854-1925",eng,,,"Gift of Joseph Pulitzer, Jr.",1889-05-15,,original filename: pulitzer_100018046,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,"Original Format: Typed letter, carbon, unsigned",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2930,0,correspondence,1889-03-19,,,,"Manuscript letter with autograph notes, signed, to Turner. Page 15","Manuscript letter with autograph notes, signed, to Turner",Page 15,,,"March 19, 1889",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-03-19,,original filename: pulitzer_100018045a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,"Original Format: Manuscript letter with autograph notes, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2929,0,correspondence,1889-03-19,,,,"Manuscript letter with autograph notes, signed, to Turner. Page 1","Manuscript letter with autograph notes, signed, to Turner",Page 1,,,"March 19, 1889",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-03-19,,original filename: pulitzer_100018045,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,"Original Format: Manuscript letter with autograph notes, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2928,0,printed ephemera,1899,,,,"Pulitzer Building, 53-63 Park Row, New York, Office: Room No. 8","Pulitzer Building, 53-63 Park Row, New York, Office: Room No. 8",,,,1899,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1899,,original filename: pulitzer_100018044,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 12,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed floorplan,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2927,0,printed ephemera,1889,,,,Office Directory,Office Directory,,,,1889,New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889,,original filename: pulitzer_100018043,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2926,0,printed ephemera,1889-10,,,,"Laying of the Corner Stone of the Pulitzer Building, Thursday, October 10, 1889","Laying of the Corner Stone of the Pulitzer Building, Thursday, October 10, 1889",,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-10,,original filename: pulitzer_100018042a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/laying-the-cornerstone,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2925,0,printed ephemera,1889-10,,,,"Laying of the Corner Stone of the Pulitzer Building, Thursday, October 10, 1889","Laying of the Corner Stone of the Pulitzer Building, Thursday, October 10, 1889",,,,"October, 1889",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-10,,original filename: pulitzer_100018042,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/laying-the-cornerstone,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2924,0,manuscripts,1889-05-24,,,,Printed and manuscript contract for one pair Watts-Campbell Improved Corliss Steam Engine,Printed and manuscript contract for one pair Watts-Campbell Improved Corliss Steam Engine,,,,"May 24, 1889",New York,Watts-Campbell Company (Newark),,eng,,,"Gift of Joseph Pulitzer, Jr.",1889-05-24,,original filename: pulitzer_100018041,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed, to Joseph Pulitzer, with draft of reply",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2923,0,correspondence,1886-11-18,,,,Autograph letter to Joseph Pulitzer with draft of reply,Autograph letter to Joseph Pulitzer with draft of reply,,,,"November 18, 1886",New York,"Gould, Jay, 1836-1892",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-11-18,,original filename: pulitzer_100018040a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed, to Joseph Pulitzer, with draft of reply",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2922,0,correspondence,1886-11-18,,,,Autograph letter to Joseph Pulitzer with draft of reply,Autograph letter to Joseph Pulitzer with draft of reply,,,,"November 18, 1886",New York,"Gould, Jay, 1836-1892",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-11-18,,original filename: pulitzer_100018040,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed, to Joseph Pulitzer, with draft of reply",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2921,0,manuscripts,1909-03-29,,,,Newspaper and Printing Concerns in the Pulitzer Building,Newspaper and Printing Concerns in the Pulitzer Building,,,,"March 29, 1909",New York,"Seitz, Don Carlos, 1862-1935",,eng,,,"Gift of Joseph Pulitzer, Jr.",1909,,original filename: pulitzer_100018039,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 48,,World records,Joseph Pulitzer and The World,still image,"Original Format: Typescript list, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2920,0,printed ephemera,1890,,approximate,,Improved Air-Cushion with Self-Closing Elevator Door,Improved Air-Cushion with Self-Closing Elevator Door,,,,circa 1890,New York,"Ellithorpe, F. T.",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018038,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 11,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed pamphlet,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2919,0,photographs,1889,,,,Photograph of World Building drawing,Photograph of World Building drawing,,"World (New York, N.Y. : 1860-1931)",,1889,New York,"Post, George Browne, 1837-1913",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889,,original filename: pulitzer_100018037,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world-building/building-the-world-building,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2918,0,manuscripts,1888-03-31,1888-04-18,,,Personal ledger,Personal ledger,,,,"March 31-April 18, 1888",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1888-03-31 - 1888-04-18,,original filename: pulitzer_100018036,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Manuscript document,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-letters,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2917,0,manuscripts,1887-08,,inferred,,Conspicuous Features in World since Mar. 1/85,Conspicuous Features in World since Mar. 1/85,,,,"[August, 1887]",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-08,,original filename: pulitzer_100018034,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,World Papers Box 9,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript list,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2916,0,manuscripts,1887,,inferred,,List of committee members,List of committee members,,,,[1887],Paris (France),Monument Bartholdi Comit,,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018033a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript list,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2915,0,correspondence,1887,,inferred,,Autograph letter signed by A. Rubin with list of committee members,Autograph letter signed by A. Rubin with list of committee members,,,,[1887],Paris (France),Monument Bartholdi Comit,,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018033,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2914,0,manuscripts,1887,,inferred,,Autograph drafts relating to dedication of Statue of Liberty,Autograph drafts relating to dedication of Statue of Liberty,,,,[1887],New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018032b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,Original Format: Autograph drafts,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2913,0,manuscripts,1887,,inferred,,Autograph drafts relating to dedication of Statue of Liberty,Autograph drafts relating to dedication of Statue of Liberty,,,,[1887],New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018032a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,Original Format: Autograph drafts,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2912,0,manuscripts,1887,,inferred,,Autograph drafts relating to dedication of Statue of Liberty,Autograph drafts relating to dedication of Statue of Liberty,,,,[1887],New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887,,original filename: pulitzer_100018032,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 9,,World records,Joseph Pulitzer and The World,still image,Original Format: Autograph drafts,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2911,0,correspondence,1886-10-15,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"October 15, 1886",New York,"Campiglio, P. F.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-10-15,,original filename: pulitzer_100018031,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
