item - public,item - itemId,item - featured,item - MODS - FormGenre,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - DublinCore - Source,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Date,item - DublinCore - Coverage,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Description,item - DublinCore - Publisher,item - AdditionalItemMetadata - Provenance ,item - AdditionalItemMetadata - TemporalCoverage,item - AdditionalItemMetadata - RightsHolder,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - PublicationDate,item - MODS - ShelfLocation,item - MODS - PublicationPlace,item - MODS - Collection,item - OmekaCollection,item - ItemType,item - ItemType - text,item - ItemInContext,project URL
1,2910,0,correspondence,1886-10-13,,,,Letters received regarding Statue of Liberty dedication,Letters received regarding Statue of Liberty dedication,,,,"October 13, 1886",Philadelphia (Pa.),"Hoope, A. W.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-10-13,,original filename: pulitzer_100018030b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-statue-of-liberty/statue-of-liberty,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2909,0,correspondence,1886-10-26,,,,Letters received regarding Statue of Liberty dedication,Letters received regarding Statue of Liberty dedication,,,,"October 26, 1886",New York,"Kehoe, John",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-10-26,,original filename: pulitzer_100018030a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2908,0,correspondence,1886-10-26,,,,Letters received regarding Statue of Liberty dedication,Letters received regarding Statue of Liberty dedication,,,,"October 26, 1886",New York,Enthusiast,,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-10-26,,original filename: pulitzer_100018030,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2907,0,correspondence,1886-11-27,,,,"Draft letter, with autograph corrections, to Dr. Mumford","Draft letter, with autograph corrections, to Dr. Mumford",,,,"November 27, 1886",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-11-27,,original filename: pulitzer_100018029,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 6,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Draft letter, with autograph corrections",,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2906,0,printed ephemera,1885-03,,inferred,,Phenomenal Success and the Figures to Prove It,Phenomenal Success and the Figures to Prove It,,,,[March 1885],New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1885-03,,original filename: pulitzer_100018028,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed and manuscript document,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2905,0,correspondence,1886-12-08,,,,"Draft letter of introduction, with autograph corrections, signed, for John A. Cockerill","Draft letter of introduction, with autograph corrections, signed, for John A. Cockerill",,,,"December 8, 1886",New York,"Pulitzer, Joseph, 1847-1911",,eng,,,"Gift of Joseph Pulitzer, Jr.",1886-12-08,,original filename: pulitzer_100018027,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 8,,World records,Joseph Pulitzer and The World,still image,"Original Format: Draft letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2904,0,printed ephemera,1888-05,,,,Earnings for the Week ending May 26th 1888,Earnings for the Week ending May 26th 1888,,,,"May, 1888",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1888-05,,original filename: pulitzer_100018026,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Manuscript document,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2903,0,manuscripts,1903,1905,,,Transcripts of Pitman shorthand notebooks. Page 4,Transcripts of Pitman shorthand notebooks,Page 4,,,1903-1905,New York,"Pulitzer, Joseph, 1847-1911",,eng,,,Gift of Mrs. Louis M. Starr 1983-1984,1903 1905,,original filename: pulitzer_100018025c,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 5,,Louis Morris Starr papers,Joseph Pulitzer and The World,still image,Original Format: Typescript,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2902,0,manuscripts,1903,1905,,,Transcripts of Pitman shorthand notebooks. Page 3,Transcripts of Pitman shorthand notebooks,Page 3,,,1903-1905,New York,"Pulitzer, Joseph, 1847-1911",,eng,,,Gift of Mrs. Louis M. Starr 1983-1984,1903 1905,,original filename: pulitzer_100018025b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 5,,Louis Morris Starr papers,Joseph Pulitzer and The World,still image,Original Format: Typescript,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2901,0,manuscripts,1903,1905,,,Transcripts of Pitman shorthand notebooks. Page 2,Transcripts of Pitman shorthand notebooks,Page 2,,,1903-1905,New York,"Pulitzer, Joseph, 1847-1911",,eng,,,Gift of Mrs. Louis M. Starr 1983-1984,1903 1905,,original filename: pulitzer_100018025a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 5,,Louis Morris Starr papers,Joseph Pulitzer and The World,still image,Original Format: Typescript,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2900,0,manuscripts,1903,1905,,,Transcripts of Pitman shorthand notebooks. Page 1,Transcripts of Pitman shorthand notebooks,Page 1,,,1903-1905,New York,"Pulitzer, Joseph, 1847-1911",,eng,,,Gift of Mrs. Louis M. Starr 1983-1984,1903 1905,,original filename: pulitzer_100018025,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 5,,Louis Morris Starr papers,Joseph Pulitzer and The World,still image,Original Format: Typescript,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-biographies/pulitzer-biographies,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2899,0,correspondence,1883-11-15,,,,Autograph letter signed by 49 compositors,Autograph letter signed by 49 compositors,,,,"November 15, 1883",New York,World Composing Room,,eng,,,"Gift of Joseph Pulitzer, Jr.",1883-11-15,,original filename: pulitzer_100018024,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,World records,Joseph Pulitzer and The World,still image,"Original Format: Manuscript document, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/working-at-the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2898,0,correspondence,1883-11-01,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"November 1, 1883",New York,"Olney, George Washington, 1835-1916",,eng,,,"Gift of Joseph Pulitzer, Jr.",1883-11-01,,original filename: pulitzer_100018023,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,World records,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2897,0,clippings,1889,,inferred,,"World, clipping, Masthead 1889","World, clipping, Masthead 1889",,"World (New York, N.Y. : 1860-1931)",,[1889],New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1889,,original filename: pulitzer_100018022,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed newspaper clipping,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2896,0,correspondence,1885-07-08,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"July 8, 1885",Saint Louis (Mo.),"Dillon, John A.",,eng,,,"Gift of Joseph Pulitzer, Jr.",1885-07-08,,original filename: pulitzer_100018021,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 5,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/health-problems,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2895,0,periodicals,1883-05-11,,,,"World, May 11, 1883","World, May 11, 1883",,,,"May 11, 1883",New York,"World (New York, N.Y. : 1860-1931)",,eng,,,,1883-05-11,,original filename: pulitzer_100018020,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed newspaper,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2894,0,books,1888,,inferred,,World 1889 Almanac. Back,World 1889 Almanac,Back,,,[1888],New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1888,,original filename: pulitzer_100018019a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed book,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2893,0,books,1888,,inferred,,World 1889 Almanac. Front,World 1889 Almanac,Front,,,[1888],New York,"World (New York, N.Y. : 1860-1931)",,eng,,,"Gift of Joseph Pulitzer, Jr.",1888,,original filename: pulitzer_100018019,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Printed book,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-world,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2892,0,manuscripts,1908-03,1909-02,,,Official Charges account book,Official Charges account book,,,,March 1908 - February 1909,Leith and various places,Steam Yacht Liberty,,eng,,,"Gift of Joseph Pulitzer, Jr.",1908-03 - 1909-02,,original filename: pulitzer_100018018,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 49,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Ledger,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2891,0,correspondence,1906-01-03,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,3-Jan-1906,New York,"Davis, Varina, 1826-1906",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018017,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-letters,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2890,0,correspondence,1888-01-14,,inferred,,Autograph letter to Kate Davis Pulitzer,Autograph letter to Kate Davis Pulitzer,,,,"January 14, [1888]",Washington (D.C.),"Marble, Manton, 1834-1917",,eng,,,"Gift of Joseph Pulitzer, Jr.",1888-01-14,,original filename: pulitzer_100018016,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 2,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/health-problems,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2889,0,correspondence,1891-12-18,,inferred,,Typed letter to Kate Davis Pulitzer,Typed letter to Kate Davis Pulitzer,,,,"[December 18, 1891]",Philadelphia (Pa.),"Mitchell, S. Weir (Silas Weir), 1829-1914",,eng,,,,1891-12-18,,original filename: pulitzer_100018015b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed letter,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2888,0,correspondence,1891-12-18,,inferred,,Typed letter to Kate Davis Pulitzer,Typed letter to Kate Davis Pulitzer,,,,"[December 18, 1891]",Philadelphia (Pa.),"Mitchell, S. Weir (Silas Weir), 1829-1914",,eng,,,,1891-12-18,,original filename: pulitzer_100018015a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Typed letter,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/health-problems,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2887,0,correspondence,1891-12-18,,inferred,,Envelope to Kate Davis Pulitzer,Envelope to Kate Davis Pulitzer,,,,"[December 18, 1891]",Philadelphia (Pa.),"Mitchell, S. Weir (Silas Weir), 1829-1914",,eng,,,,1891-12-18,,original filename: pulitzer_100018015,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Envelope,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/health-problems,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2886,0,periodicals,1889-10-07,,,,St. Louis Post Dispatch,St. Louis Post Dispatch,,,,"October 7, 1889",Saint Louis (Mo.),St. Louis Post Dispatch,,eng,,,,1889-10-07,,original filename: pulitzer_100018014,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 10,,World records,Joseph Pulitzer and The World,still image,Original Format: Newspaper,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/the-world/the-st--louis-post-dispatch,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2885,0,correspondence,1887-07-09,,,,Autograph letter to Kate Pulitzer,Autograph letter to Kate Pulitzer,,,,"June 9, 1887",New York,"Pulitzer, Ralph, 1879-1939",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013e,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2884,0,correspondence,1887-07-09,,,,Autograph letter to Kate Pulitzer,Autograph letter to Kate Pulitzer,,,,"June 9, 1887",New York,"Pulitzer, Ralph, 1879-1939",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013d,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2883,0,correspondence,1887-07-09,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"June 9, 1887",New York,"Pulitzer, Lucille",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013c,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2882,0,correspondence,1887-07-09,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"June 9, 1887",New York,"Pulitzer, Lucille",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013b,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2881,0,correspondence,1887-07-09,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"June 9, 1887",New York,"Pulitzer, Lucille",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013a,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2880,0,correspondence,1887-07-09,,,,Envelope addressed to Mrs. Pultizer,Envelope addressed to Mrs. Pultizer,,,,"June 9, 1887",New York,"Pulitzer, Ralph, 1879-1939",,eng,,,"Gift of Joseph Pulitzer, Jr.",1887-06-09,,original filename: pulitzer_100018013,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 7,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Autograph Envelope,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-life,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2879,0,manuscripts,1906,1911,inferred,,Account for Edith Pulitzer,Account for Edith Pulitzer,,,,between 1906 and 1911,London (England),"Claridge's Hotel (London, England)",,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018010,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 4,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Manuscript,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-letters,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2878,0,printed ephemera,1893,1945,inferred,,"Calling card, Chatwold, Bar Harbor","Calling card, Chatwold, Bar Harbor",,,,between 1893 and 1945,New York,"Pulitzer, Joseph, 1847-1911","Pulitzer, Kate Davis",eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018009,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 4,,Joseph Pulitzer papers,Joseph Pulitzer and The World,still image,Original Format: Calling card,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2877,0,photographs,1900,1999,,,"Photograph of Pulitzer home, Chatwold, Bar Harbor","Photograph of Pulitzer home, Chatwold, Bar Harbor",,,,1900s,Bar Harbor (Me.),,,eng,,,"Gift of W. A. Swanberg, 1984",,,original filename: pulitzer_100018008,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 30,,W. A. Swanberg papers,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2876,0,photographs,1890,1899,,,"Photograph of Pulitzer home, #17 East 73rd Street, New York","Photograph of Pulitzer home, #17 East 73rd Street, New York",,,,1890s,New York,"Baker, Floyd E.",,eng,,,"Gift of W. A. Swanberg, 1984",,,original filename: pulitzer_100018007,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 30,,W. A. Swanberg papers,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/homes,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2875,0,photographs,1889,,approximate,,Photograph of Kate Davis Pulitzer,Photograph of Kate Davis Pulitzer,,,,circa 1889,New York,Sarony & Co.,,eng,,,,,,original filename: pulitzer_100018006,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,"World Papers, Box 10",,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2874,0,photographs,1889-06,,,,Photograph of Constance Helen Pulitzer,Photograph of Constance Helen Pulitzer,,,,"June, 1889",Paris (France),"Navar, Paris",,eng,,,,1889-06,,original filename: pulitzer_100018005,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,"World Papers, Box 10",,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2873,0,photographs,1889-06,,,,Photograph of Ralph Pulitzer,Photograph of Ralph Pulitzer,,,,"June, 1889",Paris (France),"Navar, Paris",,eng,,,,1889-06,,original filename: pulitzer_100018004,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,"World Papers, Box 10",,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2872,0,photographs,1889-06,,,,Photograph of Lucille Pulitzer,Photograph of Lucille Pulitzer,,,,"June, 1889",Paris (France),"Navar, Paris",,eng,,,,1889-06,,original filename: pulitzer_100018003,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,"World Papers, Box 10",,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2871,0,photographs,1889,,approximate,,Photograph of Joseph Pulitzer,Photograph of Joseph Pulitzer,,,,circa 1889,New York,Falk,,eng,,,"Gift of Joseph Pulitzer, Jr.",,,original filename: pulitzer_100018002,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,"World Papers, Box 10",,World records,Joseph Pulitzer and The World,still image,Original Format: Photograph,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
1,2870,0,correspondence,1905-05-18,,,,Autograph letter to Joseph Pulitzer,Autograph letter to Joseph Pulitzer,,,,"May 18, 1905",London (England),"Sargent, John Singer, 1856-1925",,eng,,,"Gift of Joseph Pulitzer, Jr.",1905-05-18,,original filename: pulitzer_100018001,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,Box 3,,,Joseph Pulitzer and The World,still image,"Original Format: Autograph letter, signed",https://exhibitions.cul.columbia.edu/index.php/exhibits/show/pulitzer/pulitzer-family/family-portraits,http://www.columbia.edu/cgi-bin/cul/resolve?clio9225138
